tid	uid	text	date	gender	age	city	state	country	ethnicity	label
8877948393399467204	-416640656497951760	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 223 1033 172 48 41 12 4 37 436 258 17 11 325 145 2679 1	2016-12-9	1	0	Kathmandu	Central Development Region	0	0	0
5348413669063366112	-7490680625054331624	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 623 919 31 3 327 708 13 24 437 104 74 12 836 9 2680 1	2016-11-24	0	1	Tulsa	Oklahoma	0	0	0
-684142513955053392	-8066894623594506866	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5549 3552 5 78 45 12 5 26 185 592 1	2017-2-10	x	x	x	x	x	x	1
814244453644133971	7329257333763099958	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1034 1792 7 16 147 8 624 49 16 365 9 1529 24 775 16 3553 4 16 1327 4 173 1	2016-12-1	x	x	Rome	Lazio	1	x	0
4851568839167203760	-2607946992955154978	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 77 2163 166 45 593 15 325 145 2681 5 1033 172 536 7 16 41 12 10 625 11 127 14 272 273	2016-12-9	x	x	x	x	x	x	0
-9036374417197222485	-8771393968447865508	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231 7 481 299 12 3554 1035 21 1171 205 5550 5551 93 1036 44 1	2016-12-2	x	x	Ascoli Piceno	Marche	1	x	0
1017572313467735237	543696328806809906	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 74 12 18 30 776 3 3 2 1	2017-2-23	0	1	x	x	x	0	1
-3280057148997129426	797669812452672532	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 29 148 52 5 14 17 1172 483 3555 3 3 2682 13 6 50 1	2017-2-15	0	0	Bolzano	Trentino-South Tyrol	1	0	0
2252053616992780427	5980552278698118837	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 2683 18 7 3556 4 80 366 12 5 40 112 1793 4 154 10 1794 141 367 3557	2017-2-25	x	x	x	x	1	x	0
2603735564049154781	-5740730228493124745	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 46 23 58 5552 48 41 12 4 5553 10 8 308 25 5554 15 5555 2	2017-3-14	x	x	Rome	Lazio	1	x	0
-2515553878495954614	-1934785256694437246	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 27 10 777 368 5556 28 6 12 66 178 60 920 37 21 9 423 29 29 5557 13 1795 119 443 1796	2017-3-16	x	x	x	x	x	x	1
-5598070379391655789	8722963774152873413	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 484 34 41 12 11 921 198 465 1797 35 1530 1 1	2017-1-26	x	x	Rome	Lazio	1	x	0
-7124498172538774931	-6825615215517793029	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 12 60 508 10 1798 18 13 9 29 5 29 5558 24 1324 28 338 4 565 481 842 19 1	2016-11-18	x	x	x	x	1	x	0
-3953607622747628616	8804751643816870629	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 7 144 535 271 1328 4 12 5 33 1799 5559 93 665 5 1173 1329 626 1	2016-10-15	x	x	x	x	x	x	1
4432929245885537760	6001347744189717680	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 509 1800 2164 173 13 3558 6 50 7 105 1037 175 1 37 3	2017-4-22	x	x	x	x	x	x	0
-2804212338748384789	4430631583116505896	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 16 3559 4 12 3560 36 2684 4 444 82 7 65 200 16 1531 1	2017-3-10	x	x	x	x	x	x	0
-5870392652804516900	-8096129786255347936	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5560 3 3 3 13 6 2 5 2 5561 130 300 5 125 394 274 11 411 5562 19 1	2017-1-28	0	0	x	x	1	0	0
-7875283952999955919	-6366799003313712158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5563 175 18 6 2685 2686 96 2687 12 1 2688 1038 120 208	2017-4-16	0	1	Milan	Lombardy	1	0	0
9137511956604297463	-8345745340646492971	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 1801 3561 2689 3562 1174 16 3563 4 5564 5565 2165 30 12 11 510 19 1	2017-1-9	x	x	x	x	1	x	0
7090156100299407041	3800841147823118529	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 6 12 23 1532 6 50 29 3564 5 85 3565 1175 21 13 66 10 132 1533 5566	2016-12-12	x	x	x	x	x	x	0
-7210353463617931258	7218475420723357256	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 16 1039 2690 412 1802 30 144 12 198 4 66 1	2017-1-17	1	1	Tulsa	Oklahoma	0	0	0
-278775175738101986	-1956880167094421678	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 189 10 14 60 2691 2692 8 102 66 29 3566 31 11 214 2166 339 142 13 6 74 12 1	2016-10-5	x	x	x	x	x	x	0
7560855106829182560	-5627865574840030610	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 2167 26 5567 10 6 12 60 5568 5 2168 7 5569 340 79 283 14 485 81 922 5570 2	2017-1-20	x	x	x	Tuscany	1	x	1
4595883267870010249	-7700531617433208680	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 594 6 1176 61 134 14 29 23 68 3567 69 6 12 100 6 74 12 5571 6 2693 4 1803 1	2017-4-12	0	0	x	x	x	0	0
-6469585891751465123	-417769294730667416	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 395 6 12 5572 2694 69 5573 35 5574 6 2695 1804 26 624 1	2017-2-26	x	x	x	x	x	x	0
567653548642025936	-2537220088271467628	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 627 353 34 41 50 424 9 566 5575 3568 15 127 595 4 12 298	2017-1-23	x	x	x	x	1	x	0
-7213703479975626340	-8222271553053153924	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1177 21 80 1805 8 1806 88 6 1330 2169 45 384 35 41 50 4 3569 19 1	2017-3-8	x	x	Cagliari	Sardinia	1	x	0
-787352839584749838	5027439806346338335	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 28 2696 8 1331 628 147 629 3570 1 1	2017-3-2	x	x	Rome	Lazio	1	x	0
1957777464632409882	-5191562189763136957	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 2697 6 1040 6 12 6 537 100 2170 21 69 24 596 1332 2171 511 6 3571 5576 11 538 1	2017-2-10	0	0	Fiesole	Tuscany	1	0	0
4979189559382269309	-538801845489100324	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 445 10 1333 100 27 1333 923 7 37 436 2 41 2 3 1	2016-12-15	x	x	x	x	x	x	0
8991830485014365414	5489817739684457727	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1807 3572 11 259 1041 8 1334 27 13 3573 46 89 5577 10 135 58 284 11 1041 15 1334 5 5578 309 12	2016-10-9	1	1	Jesolo	 Veneto	1	0	0
-9193230087959012787	6887509381050305163	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 167 506 1335 10 9 2698 51 16 5579 10 17 36 223 12 924 123 17 1336 7 385 11 5580	2017-1-25	1	1	x	x	x	0	0
2671996028383468122	747675921067013849	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 45 50 29 1808 9 3574 87 5581 25 194 40 54 775 16 176 5582 14 29 1178 38 52 597 38	2017-3-14	x	x	x	x	x	x	1
814878081253037737	6406814051979415857	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2172 35 3575 1337 12 200 49 16 365 1	2017-4-6	x	x	x	x	x	x	0
-5296518946762218861	7091537310617882140	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 65 28 3 3576 1179 299 8 12 8 71 512 1809 1338 154 15 105 19 1	2017-4-6	x	x	Milan	 Lombardy	1	x	0
-7687148396420537881	6258255056420449198	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 55 217 60 3577 778 34 41 12 8 16 1534 63 159 264 598 2699 7 31 133 925 926 1	2017-3-8	x	x	x	x	x	x	1
-2032237706452561042	-6112640338919745342	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 224 40 2173 2174 98 12 2175 21 273 48 41 7 5583 154 10 60 1810 1811 30 3578	2017-3-27	1	1	Modena	Emilia-Romagna	1	0	1
-4985523367237609444	892575201394698779	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 630 161 16 3579 2 2 2	2017-1-30	1	1	x	Campania	1	0	0
-949843090184933792	-6963131965744328551	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 40 21 181 1812 11 567 4 18 6 74 12 779 5 2176 128 1339 3580 1 37 3	2017-3-2	0	0	x	x	x	0	0
-218184766465894039	-607259971679574497	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 927 2 2177 12 3581 16 1039 628 1813 667 8 780 82 6 232 15 265 19 1	2017-4-24	x	x	x	State of Bahia	0	x	0
-5231899107809628234	7678624046624884369	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 163 12 5 105 36 1535 14 148 1042 11 201 928 1 37 3	2017-3-6	x	x	x	x	x	x	0
-7618088592227369082	-7296288730900078352	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 22 310 1180 2700 12 5 384 10 1814 54 843 780 15 929 2701 129 1043 1	2017-2-24	x	x	x	x	1	x	0
6824086492666736478	-7426228026726446337	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2702 2702 2702 3 72 3 10 218 4 539 12 44 196 5584 5585 15 446 10 844 425 112 5586 30 5587 5588	2017-1-20	1	0	x	x	1	0	0
-2798620638822332049	-5754453180796523047	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 174 5589 5 9 410 5590 12 10 781 9 3582 77 99 58 209 1	2017-2-25	0	0	x	x	x	0	0
-1451628028402105131	-2561915338561043191	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 12 7 3583 8 22 1536 540 7 3584 385 3585 5 87 6 2178 5 54 106 17 119 66 285	2017-1-18	1	1	x	x	x	0	1
2436906943824508551	8845463159247602462	0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 17 1172 16 64 4 12 61 73 5591 29 631 4 930 3586 205 10 219 217 2179 8 338 4 2703 44 1181	2017-2-24	1	1	Viareggio	Tuscany	1	0	0
3876574385875574698	-6057292558733869664	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 484 28 2696 8 1331 628 147 1	2017-3-2	x	x	x	x	x	x	0
881060307124208527	6032161536272555593	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 568 14 3587 5592 5593 31 259 299 44 99 103 1340 11 1341 35 12 3588 24 9 217 1044 3	2017-3-7	x	x	x	x	x	x	0
1551532632511749667	857294959634585854	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1815 2 2 1537 72 486 1045 12 931 2180 15 1	2016-11-24	x	x	x	x	1	x	0
-4354672058021743013	-5309800208754459304	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 307 298 130 2704 96 3589 45 74 12 25 1816 3590 7 447 96 487 2 2 1	2016-12-3	x	x	Tulsa	Oklahoma	0	x	0
7087627288600716200	-9001779347756010327	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 167 426 21 128 369 5594 4 134 81 14 370 36 2181 129 168 96 80 137 12 67 134 541	2017-2-27	x	x	x	x	x	x	0
660410460304818476	-388701377122170051	0 0 0 0 0 0 0 0 0 0 0 0 0 0 776 6 74 12 5595 194 45 12 49 45 114 7 5596 32 837 73 3591 16 566 77 51 225 40 11 2705 2	2016-12-27	1	1	Tulsa	Oklahoma	0	0	1
-5325545838075683409	-6825615215517793029	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5597 18 6 12 1798 713 87 9 29 5 60 5598 4 466 1538 18 713 7 65 13 1817 426 81 286	2016-11-17	x	x	x	x	1	x	1
-9153032490320899391	-7530983273789740242	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 9 3592 29 2182 40 6 12 46 5599 5 110 1539 56 8 311 5600 5601 98 2	2017-2-26	x	x	Rome	Lazio	1	x	0
-7595000373003153708	4532251117078476206	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2183 17 11 443 3593 1818 7 154 10 17 5602 2706 40 167 426 75 80 12 23 599 1167 8 36 1	2017-2-25	1	1	x	x	x	0	0
1650064579850238259	772564965236408307	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 5603 27 72 16 41 3594 12 5604 51 668 7 10 52 28 11 5605	2017-3-16	x	x	Muggiò	 Lombardia	1	x	0
-3822785696743999425	6320767315228076823	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3595 1819 36 12 21 181 30 44 2707	2017-2-25	0	0	x	x	x	0	0
-3217508867707049708	-6940873308218037776	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 200 16 2184 147 1531 93 932 1	2017-1-29	x	x	Tulsa	Oklahoma	0	x	0
7468884066857495477	3218008675038763642	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 18 6 2685 2686 96 2687 12 44 178 1793 28 36 3596 1	2017-4-16	x	x	x	x	x	x	0
-3052152083631164558	3608939651880718081	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 93 41 12 4 1820 1182 26 298 13 385 2185 622 80 137 632 8 5606 42 1	2017-4-9	x	x	x	Lazio	1	x	0
-4430661135836346213	6809172184757504859	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 307 298 933 13 11 1342 32 74 12 3597 480 3598 7 1046 1 3 3	2016-11-24	x	x	Tulsa	Oklahoma	0	x	0
-1850891369489802455	9212267221474279593	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 22 287 45 12 14 17 1047 2186 59 42 1343 45 3599 13 25 71 1344 133 2708 5607 3600 467 4 2709	2016-10-12	x	x	x	x	x	x	0
5823780249403466771	7513888997014409901	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 25 12 3601 8 488 34 2187 30 16 2188 2710 26 1048 9 927 1	2017-2-24	x	x	Milan	Lombardy	1	x	0
-2979537153689824281	-3112294171036707248	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 138 3602 36 71 7 18 6 12	2016-11-21	0	1	Revine Lago	 Veneto	1	0	0
8732990121605783946	-256685673958883752	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 231 24 2711 5 6 1049 2189 3603 394 66 2190 44 310 104 74 5 119 934 80 2712 12 4 31 2	2016-10-19	0	1	Tulsa	Oklahoma	0	0	0
-3330940252230640192	-2637772916811256700	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 8 92 1540 46 23 58 1541 4 3604 669 10 74 12	2016-12-9	0	1	Turin	 Piedmont	1	0	0
4807636336506178188	5279431208007492043	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132 670 301 31 145 172 600 3605 13 77 1345 2681 109 226 93 41 12 124 9 671 1	2016-12-11	0	1	x	x	x	0	0
7603093364200941710	8616179954144166716	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 9 216 1183 1821 2713 2191 1542 225 13 5608 5 5609 1 339 142 13 6 12 8 287 46 23	2016-10-29	x	x	x	x	1	x	0
1881083527961624197	5259807326398703084	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 12 5610 5611 69 25 413 8 5612 5 3606 13 1	2017-3-1	x	x	x	x	x	x	0
9078909570577378974	-6366799003313712158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 1822 16 5613 2714 28 36 12 49 319 3607 65 190 2715 76	2016-12-29	0	1	Milan	Lombardy	1	0	1
8550158607377947217	-383551128318301526	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 714 10 67 31 715 9 157 12 17 44 466 36 96 5614 185 38 1050 5615	2016-10-14	x	x	x	x	x	x	0
4586135831874762949	1081453660456591791	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 92 41 12 2192 77 1345 64 409 3608	2017-3-2	x	x	x	Lazio	1	x	0
-4557824687070905597	2183785409502672073	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 119 256 5616 29 5617 4 2 5 4 1543 1	2016-11-17	x	x	x	x	x	x	0
-860966917593345447	2560650527197556348	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 921 1346 34 41 50 1347 1823 4 3609 427 129 2716 1 19 3 115 9 1824 564	2016-10-18	x	x	Tulsa	Oklahoma	0	x	1
590909115308402971	-4185228973289489470	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1544 7 395 672 8 2193 9 935 15 55 1184 63 12 2194 1177 9 569 3610 1	2016-10-3	x	x	x	x	x	x	0
2276094167049272471	2594058694944046478	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2717 12 3611 144 1825 13 2718 1185 26 1545 3612 1	2016-11-26	x	x	x	x	x	x	0
-8629586183894063671	4969230927403674056	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 18 5618 6 12 18 489 352 6 20	2017-3-18	0	0	Milan	Lombardy	1	0	1
866524080218091196	-4920390520084971968	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 5619 7 171 26 5620 32 12 5621 2719 2720 2720 2720	2017-3-7	1	0	x	x	x	0	0
5615431821256522580	5279431208007492043	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 132 670 301 2195 80 12 8 36 488 1826 72 174 10 79 1186 327 15 369 1	2017-2-25	0	1	x	x	x	0	0
8550583971651717057	3002268205710962612	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 14 3613 10 21 8 22 5622 11 5623 67 10 6 12 23 2196 5624 5 5625 48 1546	2017-2-26	x	x	x	Lazio	1	x	0
-3178421712502917777	2359323449647841249	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 13 189 117 24 61 9 1051 32 2 10 310 8 22 23 61	2017-2-25	1	1	x	x	x	0	0
-3791265009206788478	510276359334692711	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 3 3 3 89 2721 4 18 5 4 56 2722 6 12 107 186 96 5626 4 673	2017-2-25	x	x	x	x	x	x	1
921825927471399782	6258255056420449198	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2723 2724 55 2725 5 2197 30 288 12 8 265 633 7 65 63 133 925 926 1	2016-11-27	x	x	x	x	x	x	0
559878088408045067	670080590879129636	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 14 468 513 12 10 601 152 6 12 14 602 570 8 22 5 1827 194 3614	2017-3-16	x	x	x	x	x	x	1
