tid	uid	text	date	gender	age	city	state	country	ethnicity	label
-1924192322741665627	-4699996741039184543	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 6 93 463 1993 5 4413 7 210 19 4414 12 4415 1 411 43 258 2723 20 114 4416 7 8 4	2018-8-6	0	0	Madrid	Community of Madrid	1	0	1
-7259839966887128124	8526707237413310662	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 496 10 657 5 4417 2724 4418 13 16 4419 33 146 20 18 227 32 35 6 1 9	2017-12-31	x	x	Lima	Callao Region	0	x	0
-1189908060207073153	2635714216743351886	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 115 3 21 267 2725 12 424 17 18 209 144 20 374 67 6 966 9	2018-1-13	x	x	x	x	x	x	1
9142883719511385007	-5226134864162831778	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 1540 60 58 557 1 5 74 11 114 658 4420 82 19 154 122 160 2 4	2017-12-17	1	0	Barcelona	Catalonia	1	0	0
8236646537299239360	-8961217663378863025	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 36 12 1994 3 4421 10 13 1 48 13 1 74 7 1082	2018-1-10	0	0	Mexico City	Mexico City	0	1	0
-8611985252730698936	-1493624121529308703	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 2726 4422 1 129 7 2727 19 4423 558 1 16 323 20 443 79 141 1541 11 18 8 4	2018-8-6	x	x	x	Region of Murcia	1	x	0
5248923391189459317	-6548121513564035349	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 28 4424 12 444 10 63 2728 176 1268 35 1 26 54 119 34 967 8 4	2017-12-13	x	x	x	x	0	x	0
1477605251102632546	-8099150707483808283	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 355 4425 4426 1083 7 68 4427 2729 7 1269 4428 773 4429 4	2018-7-27	0	1	x	x	x	1	0
4267012293270693188	-4978569596230705148	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 49 4430 193 16 74 47 193 15 48 1264 47 18 1542 64 11 12 215 1995 2730 8 4	2018-1-7	0	0	x	x	x	1	0
-2484921766330945958	-4244706033401212319	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 32 9 659 6 276 7 4431 12 968 22	2018-1-10	0	1	x	x	0	1	1
7979730812748859821	-3780351610001611735	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4432 7 4433 19 4434 11 5 2731 33 2732 2733 161 12 660 11 969 100 84 1270 54 4435 8 4	2018-8-6	0	1	Madrid	Community of Madrid	1	1	0
199158774542390337	-6636715130239606746	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4436 10 19 4437 1271 2734 4438 4439 12 159 1996 608 1997 4	2018-7-30	0	1	x	x	x	1	1
6546069463601725107	1214080604538238893	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 54 17 4440 17 393 15 4441 11 5 78 6 93 30 17 464 425 162 90	2017-12-22	0	0	x	Colorado	0	1	0
-2408386243790032429	1404626289690509415	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 22 23 25 324 4442 176 87 1543 9 4443	2018-1-4	x	x	x	Basque Country	1	x	0
43837643135978294	-5741492382080753676	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 34 21 4444 54 17 1998 109 1 2735 445 64 12 2736 7 5 1999 1 23 118 970 1 29 62 8 4	2018-1-9	0	0	x	x	1	1	0
1711507337734261815	-2515719813662321020	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 4445 87 4446 12 136 6 2737 98 57 4447 4448 98 2738 4449 1272 971 4450 8 4	2018-8-5	x	x	x	x	x	x	1
-8880210003752089345	3048870858721184283	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 86 49 55 5 4451 1 5 1544 13 56 86 55 19 4452 16 217 4453 31 122 15 4454	2013-6-29	x	x	x	x	x	x	1
6668109563021658349	1412544519756165111	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 32 26 1 58 4455	2017-12-23	x	x	x	x	x	x	1
-6222476331618259919	2267398984342095269	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 18 194 13 3 277 14 1545 7 137 1273 4456 4457 3 5 56 13 4458 7 16 40 4459 11 8 4	2017-12-11	x	x	Donostia-San Sebastian	Basque Country	1	x	0
-6853649314883448050	8496789638298190755	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 241 85 32 9	2017-12-14	1	1	Buenos Aires	 Argentina	0	1	1
-5476998863337451556	3461055351105231417	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 28 2739 35 1 9 4460 1084 1546 707 4461 4462 139 4463	2017-12-13	x	x	Guayaquil	x	0	x	0
-8768245137381555487	-6519677917532178901	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 4464 6 2740 62 7 21 4465 11 5 78 2741 4	2017-12-21	0	1	Valencia	Valencian Community	1	0	0
1359032581588838149	-2107539790807944589	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 18 83 4466 13 93 29 62 11 23 159 4467 59 59 59	2018-1-13	x	x	x	Community of Madrid	1	x	0
682170548987761961	8320714962505336246	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 30 96 1 609 6 610 146 44 2000 20 5 217 3 16 56 13 9 20 8 4	2017-12-27	x	x	x	x	x	x	0
1452056848251239373	-5523380456547115463	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4468 559 4469 195 850 39 4470 7 21 113 2001 11 71 2742 4471 4472	2018-8-4	1	0	Orlando	Florida	0	1	0
7261309217424621742	5940631037459561249	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 4473 774 6 268 775 1274 33 2002 20 560 1547 4474 5 4475 708 33 148 7 8 4	2018-8-4	x	x	Austin	Texas	0	x	0
3936245505296893752	5834286122622257477	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4476 5 286 6 14 2003 465 3 325 611 6 302 776 57 106 35 1 9 4477 2004	2017-12-14	1	1	Buenos Aires	Buenos Aires	0	0	0
7812675954096857388	-5333440178485992417	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 28 26 497 24 2743 24 2744 38 13 180 17 1542 24 4478	2017-12-12	0	1	x	x	x	0	1
8366794916551372782	-4425694705497598497	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 10 17 2745 34 612 16 4479 109 3 32 5 9 41	2018-1-11	1	0	Pinamar	 Argentina	0	0	0
-2193073760365246246	3048870858721184283	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 31 3 19 2746 12 4480 31 3 27 2747 4481 7 4482 4483 5 2748	2013-6-29	x	x	x	x	x	x	1
-3654187411088472296	-1958994435843495232	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 63 2749 2005 30 50 255 3 19 113 4484 1 1085 1 661 39 1275 10	2016-1-23	x	x	x	x	x	x	1
-7974858392872203113	-6292025055018040262	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 7 6 14 1276 80 223 315 4485 125 4486 49 65 242 10 1277 10 66 4	2018-7-28	1	1	Goshen	Indiana	0	1	1
-6566311298203433564	-4757052795623482853	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 97 6 2750 12 709 149 31 3 4487 21 561	2018-8-2	1	1	x	x	x	0	0
-1848718970999759316	5913920228139002720	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 43 1548 53 78 37 1278 24 2006 11 2007 326 86 12 392 1 72 4	2018-8-6	0	0	Córdoba	Andalusia	1	1	1
1369819563307700120	-4233359475924988678	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 342 21 313 2008 1 16 26 4488 11 5 562 7 112 21 5 4489 38 96 95 1086	2018-1-1	1	0	San Luis Potosí	San Luis Potosi	0	1	0
-1717319001347650405	8598315111319749006	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 343 21 525 11 5 9 3 1549 1087 19 18 116 343 22	2017-12-18	1	1	x	x	x	0	0
6270030717143715771	-862930757776679081	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 109 3 46 25 12 35 1 9 3 19 87 1088 66 14 2751 2752 3 163 6 276 4	2017-12-13	x	x	x	x	x	x	0
-3150775193269058253	-7668587866744753147	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 22 2 972 2753 2754 1089 1089 1089 4490 1550 608 1279 1 4491 278 316 12 149 67 327 1551 4	2018-8-3	1	1	x	x	0	0	0
3013090807813845515	880568049290149698	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 2 28 5 9 76 1552 7 5 4492 464 2755 4493 55 10 1280 35	2017-12-18	0	0	Barquisimeto	Lara	0	1	0
1044563184334430251	-7249728638323738996	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 181 12 4494 140 75 4495 312 33 1281 182 12 1281 13 773 4496 164 28 5 76 1 16 9 79 4	2017-12-19	0	1	x	x	0	1	0
-8548652408358062640	-846085045524732819	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 30 4497 6 15 777 128 15 35 1 9 7 17 2009 446 1 5 194 662	2018-1-12	1	0	x	Buenos Aires	0	0	0
-3013214846218024464	7530679127911522640	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1090 57 4498 35 1 26 36 4499	2018-1-12	1	1	Córdoba	Cordoba	0	1	0
5479382534515122680	6357503348464552152	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2703 973 29 132 13 422 7 13 16 9 83 1553 164 851 4 259 2	2018-1-9	0	0	x	x	x	1	1
-1507359057284965372	-6406408191450821199	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 140 17 852 12 1554 28 4500 30 26	2017-12-28	1	1	x	Chaco Province	0	0	1
4655205139488751837	1576412364298508789	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 14 4501 2756 130 3 57 4502 31 613 43 4503 38 3 12 974 1 4504 201 8 4	2018-8-5	1	0	x	x	x	0	0
5270417547142784171	-408125933217774171	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4505 31 1282 1555 4506 15 1091 6 16 56 13 48 710 344 22 2 2	2018-1-5	1	1	x	x	0	0	0
5882332125889019904	3876398217309602495	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4507 287 255 11 172 33 48 69 211 10 66 18 4508 141 12 2757 4509 8 4	2017-12-20	0	1	Bogota	Bogota	0	1	0
-36902676058626919	3048870858721184283	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 86 56 4510 16 79 7 17 4511 31 140 853 86 146 975 228 20 5 4512	2013-6-29	x	x	x	x	x	x	1
8898498632730167071	-8409775160034609923	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 317 32 26	2018-1-14	0	1	Guadalajara	Jalisco	0	0	1
-9216719715151905172	-5006508641836231739	0 0 0 0 0 0 0 0 0 0 0 0 0 0 412 100 356 9 120 6 16 56 13 2758 100 4513 4514 120 445 2010 288 1 4515 711 7 93 88 196 8 4	2017-12-13	0	0	Madrid	 Spain	1	0	0
1079867584246666035	-1610248358546650986	0 0 0 0 0 0 0 0 0 0 0 0 0 0 69 4516 3 10 50 100 133 120 1 372 11 614 615 2759 18 42 13 1283 104 42 17 370 260 42 8 4	2018-8-6	x	x	x	x	1	x	1
-6539602317981762554	-6617829890602923980	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 526 173 1284 6 5 2011 44 394 854 3 35 1 1556 9	2017-12-14	x	x	x	x	x	x	0
-4444833003760858295	-5298832181875446315	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1557 38 164 663 2760 1 286 1 43 11 5 976 1 664 11 16 466 49 6 1285 1 778 8 4	2018-8-6	x	x	x	x	x	x	1
5969317680116241298	-5741492382080753676	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4517 12 2761 6 15 467 4518 29 62 11 23 118 7 17 977 1558 1559 4519 4520 3 1560 21 167 8 4	2018-1-3	0	0	x	x	1	1	0
-8811712249084820035	7511407618832292252	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 28 26 51 852 18 3 123	2018-1-13	x	x	x	x	x	x	1
-7287819480440500759	-6503387510829951085	0 0 0 0 0 0 0 0 0 0 0 0 0 21 1561 527 1 91 39 493 62 47 2762 144 4521 1 5 101 42 18 978 42 75 254 11 53 101 4522 8 4	2017-12-21	1	0	Santa Cruz de Tenerife	Canary Islands	1	1	0
-2828514227729124614	-8168353960595398686	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 7 2 130 498 14 43 371 6 4523 114 2012 4	2018-8-6	x	x	x	x	x	x	1
-1882940276099457869	5703367979536711766	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 51 2763 3 166 4524 99 4525 31 14 70 171 4	2018-8-4	0	0	x	x	x	1	0
-6002813499919053700	254843576361018951	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 46 25 29 26 49 51 65 269	2018-1-2	0	1	x	x	x	1	1
-7640366913282213898	6733700790431748409	0 0 0 0 0 0 0 0 0 0 0 0 0 665 1 93 6 16 616 4526 6 4527 98 316 4528 7 617 190 34 4529 666 4530 5 2764 2765 47 1092 165 616 143	2018-7-27	x	x	x	x	x	x	0
-2575097420728707135	2530652860263207496	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 4531 32 26 21 18 270 20 165 462 10 395 69	2018-1-7	x	x	Salto	Salto Department	0	x	1
915254338859659710	-3738087401668112025	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 12 4532 3 445 375 13 4533 128 328 1093 17 18 124 45 55 128 15 4534 1 5 9 41 4	2017-12-14	1	1	x	x	x	1	0
-1810216171176503452	-6302629356360279177	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 442 24 64 12 424 7 24 83 2013 81 4535 60 2014 1 712 70 7 83 2766 11 2015 303 8 4	2018-7-30	x	x	Oaxaca	Oaxaca	0	x	0
-3698327734170794118	-1497340729562522109	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5 667 4536 4537 5 74 1 181 304 979 1094 20 312 1 70 4 772 2	2018-8-2	x	x	Louisville	Kentucky	0	x	1
-2374685375126679888	-9135910751214617958	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 396 6 563 20 159 324 23 2767 2768 42 208 11 5 9 779 7 32 5 76 3 10 8 4	2017-12-25	x	x	Toledo	Castile-La Mancha	1	x	0
5883956530578137761	140187903837353070	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 25 16 289 1 256 18 780 10 21 2016 55 25 68 7 240 50 14 4538	2018-8-5	0	0	Tlalpan	 Distrito Federal	0	1	1
-123267664336921979	-6868746055278739920	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 28 20 40 44 138 2769 241	2017-12-16	0	1	Buenos Aires	Buenos Aires	0	1	1
-4810234967094407233	7880130082308411695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 72 63 16 2770 3 4539 64 18 3 1286 6 4540 2017 1 5 61 4541 11 5 2771 24 12 2772 8 4	2018-8-3	x	x	Ayamonte	Andalusia	1	x	0
-967150876754065283	8509909096860263660	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 112 191 60 82 87 216 21 2018 4542 276 22	2017-12-13	x	x	Zaragoza	Aragon	1	x	0
-364047230631763384	-420691157766417371	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 49 179 13 5 2019 1 564 172 12 660 214 3 211 2773 177 4543 2020 4544 1287 8 4	2018-7-31	x	x	x	x	x	x	1
-1034575896113421311	-5788655479460541395	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 12 2021 4545 39 780 150 3 93 37 6 781 25 15 618 1 9 41 7 17 45 18 201 8 4	2017-12-31	x	x	Madrid	Community of Madrid	1	x	0
-3593960537156582986	2866099292731331754	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 28 3 499 80 1288 26	2018-1-13	x	x	Sterling	Illinois	0	x	1
-640755630373830661	-1958994435843495232	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 7 18 3 10 13 5 565 49 468 67 500 397	2015-10-21	x	x	x	x	x	x	0
-8838017445648602851	4580412390502615151	0 0 0 0 0 0 0 0 0 0 0 0 0 0 21 713 139 1562 139 36 10 20 29 615 20 85 5 9 41 17 45 12 1289 10 17 4546 11 16 4547 714	2017-12-14	x	x	x	x	x	x	0
-9222560132886688191	8495950223457359967	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 668 413 566 5 61 11 72 12 246 162 4	2018-8-2	0	0	Florence	Alabama	0	0	0
