uid	gender	age	city	state	country	ethnicity
-2924643002839358584	0	1	San Juan de la Arena	Asturias	1	0
-7721896757273322065	1	1	x	x	x	1
3048870858721184283	x	x	x	x	x	x
1591401610756471967	0	1	x	x	x	1
6206584240170409021	x	x	x	x	x	x
2772437139891467425	x	x	Gold Hill	Oregon	0	x
-7938794707844734342	0	1	x	x	x	1
-1687175530440865696	x	x	x	x	x	x
-8398041319259338163	x	x	x	x	x	x
8587230546637788977	1	0	Quito	Pichincha	0	1
-5022516040315209283	0	0	New York	New York	0	0
8210437353459865927	x	x	x	x	x	x
-1366901906227548692	1	1	x	x	x	0
-797008234774252725	x	x	x	x	0	x
609294657419813651	0	1	x	x	x	1
2524814253687007570	0	1	x	x	x	0
-5746324832434298821	0	1	x	x	x	1
3743350820619985088	1	1	İstanbul	İstanbul	0	1
7458669444228261085	1	1	Tarragona	Catalonia	1	0
5331574505834205325	1	1	Reynosa	 Tamaulipas	0	1
3867189517061852607	0	0	Barcelona	Catalonia	1	1
-170133181516700285	x	x	Seville	 Spain	1	x
1541402748377736956	1	1	x	x	x	1
3444858993773377887	0	0	Gaziantep	Gaziantep	0	1
8022896038026278073	0	1	Caracas	Capital District	0	1
-5498623342488959046	1	0	x	Extremadura	1	1
2032209798167632106	x	x	Madrid	Community of Madrid	1	x
-2585039297548620015	0	0	Alcorcón	Community of Madrid	1	1
-9091003122919339151	x	x	x	x	x	x
6610936296396218490	x	x	x	x	0	x
7292203462109458009	0	1	x	Entre Rios	0	1
4378092087019526713	0	1	Colón	Colón Province	0	1
-7067291802053542669	x	x	x	x	1	x
7558384756617538853	1	1	Quito	Pichincha	0	1
1056114670600126340	x	x	Rosario	Santa Fe Province	0	x
4390463798323232313	0	0	x	x	x	0
-4757052795623482853	1	1	x	x	x	0
-443360841229846948	0	0	x	x	x	1
-517413668383840553	0	0	x	x	x	0
815260321495318072	x	x	Seville	Andalusia	1	x
-8061969136421595472	1	0	x	x	x	1
-3605710435988385193	0	0	x	x	x	0
7291000137085107692	x	x	x	x	x	x
6109084093499014648	0	1	Soria	Castile and León	1	1
1166652822062182847	x	x	x	x	x	x
-2156822300147293923	1	1	León	Castile and León	1	0
7757231174737099332	x	x	x	x	x	x
-5688417169847568567	1	1	x	x	x	0
6847970319365562653	x	x	x	x	0	x
-2932751038717768707	0	0	x	x	x	1
-2021949717125642852	x	x	x	x	x	x
7148694919151410777	1	0	Córdoba	 Argentina	0	0
3567506685588449634	1	1	x	x	x	1
5773838156941635492	x	x	Madrid	Community of Madrid	1	x
8314557316638710718	x	x	x	x	x	x
-933448270945014301	x	x	x	x	x	x
-203676413681674354	1	0	x	x	x	0
5732806399765588149	0	1	x	x	0	1
8683793411829534842	1	1	x	x	x	0
-2372197914060013792	0	1	x	x	x	0
-1704691892108497956	x	x	Granada	Andalusia	1	x
288910750343097661	x	x	Córdoba	 Argentina	0	x
1373269599676990610	x	x	Pamplona	Navarra	1	x
-8871872050214020054	1	0	x	x	x	0
2308407103036190489	1	1	Leioa	Euskadi	1	0
-2664451334965842095	x	x	Córdoba	Cordoba	0	x
-7753750329896245924	1	1	x	x	x	0
-2942363097042036229	0	1	x	x	1	1
-4187276747610273533	1	1	Riobamba	 Ecuador	0	0
2987313723935549631	x	x	Hondarribia	Basque Country	1	x
198190333162674478	1	1	New York	New York	0	1
-6164061909684184043	x	x	x	x	x	x
1162290532725864448	0	1	x	x	x	0
7958310163544416470	x	x	Caracas	Capital District	0	x
2068636874265708572	0	0	North Weald Bassett	England	0	0
7828268692925789573	0	0	Hässleholm	 Sverige	0	1
1622162186041470649	1	1	Fujikawaguchiko	Yamanashi	0	1
9036876786697852812	0	0	Cordova	 Spain	1	1
-466244144291163794	x	x	x	x	x	x
-2213920399767970453	1	0	x	x	0	0
-3602630256123084072	x	x	Asunción	x	0	x
-7228670506907921621	x	x	x	x	x	x
-8889097811331000387	1	1	Pomona	 CA	0	1
-5696974613385926216	x	x	Santiago	Santiago Metropolitan Region	0	x
3614672771717956728	x	x	Paris	Île-de-France	0	x
823748989014062973	0	0	x	x	x	1
-3373164441011115896	0	0	x	x	x	0
-5371602696328510343	0	1	x	x	x	0
2547393473426901904	1	1	x	x	x	0
-2019383568816055112	1	1	Buenos Aires	Buenos Aires	0	0
5917637907644992963	1	1	Torreón	Coahuila	0	0
8038834649086762561	x	x	San José	San José Province	0	x
-5949979845139285890	x	x	Bogota	Bogota	0	x
-2177070932130717459	1	0	Seville	 Spain	1	0
-2981446296955086754	x	x	x	x	x	x
7713503309929970451	x	x	x	x	x	x
7943823397396516531	x	x	Buenos Aires	Buenos Aires	0	x
1386182798636398682	0	0	Ciempozuelos	Comunidad de Madrid	1	1
-5741492382080753676	0	0	x	x	1	1
5957772379186053694	1	1	x	Entre Rios	0	0
-6443503417761905674	0	0	Floridablanca	 Colombia	0	1
-3123246960158987488	x	x	x	x	0	x
7917705081657725598	x	x	Mexico City	Mexico City	0	x
9169449880487096253	x	x	Rosario	Santa Fe Province	0	x
5673227182441384443	1	1	x	x	0	1
5784976667626497733	1	1	x	x	x	1
2265811775845050106	x	x	Vitoria-Gasteiz	Basque Country	1	x
4911988904635707537	0	1	x	x	x	0
-8981404269986067501	1	1	Madrid	Community of Madrid	1	1
-6921382657921114507	0	0	Madrid	 Spain	1	1
154949097451481648	x	x	x	x	x	x
-533705089924413374	x	x	x	x	x	x
679196260986344596	x	x	x	x	x	x
4863635491087798318	x	x	x	x	x	x
-932167398933624991	x	x	x	x	x	x
5371923055819710115	1	0	Montevideo	Montevideo Department	0	0
-3633627621844600004	0	1	Bogota	Bogota	0	0
2800007310401850264	1	1	Hamilton	Ontario	0	0
-769883200842440597	x	x	x	x	1	x
-3142371995042006707	x	x	x	x	x	x
388634560482842900	0	0	Caracas	Capital District	0	0
2081407451601948177	0	1	x	x	x	0
7130497256988662760	1	0	Guadalajara	Jalisco	0	0
6914899668130913009	x	x	x	Sonora	0	x
2260264190215555403	0	1	x	x	x	1
-1367860398430267758	x	x	x	x	1	x
-6605530972065016196	x	x	x	x	x	x
-2085940980324822968	1	1	x	x	x	0
1047560769925402253	x	x	x	Tamaulipas	0	x
-8063410462686368744	0	1	x	x	x	1
-6148658449647113693	x	x	Barranquilla	Atlantico	0	x
3061199172296719457	0	1	x	x	x	1
5270764517145283223	x	x	Barcelona	Catalonia	1	x
-5720366063990068906	0	0	x	x	x	1
4457687885468504789	0	0	Montevideo	 Uruguay	0	1
5919867989502578499	x	x	x	x	x	x
5984475097500670694	1	0	x	x	x	0
-5294722248606065385	0	0	x	x	x	0
-3249609604743173810	x	x	x	x	0	x
4724799421515992585	1	1	x	Wisconsin	0	1
3040436004381749121	0	1	Cayey	Cayey	0	0
5789370506934357536	1	1	x	x	x	0
-2226057089166688772	0	0	x	x	x	0
2850586448985685765	1	1	x	x	x	0
4873263522180816417	0	0	x	x	x	0
-6145308884671485527	0	1	x	x	x	1
2508435027255660646	x	x	Seville	Andalusia	1	x
2294046811430934183	x	x	x	x	x	x
-3826140548028593774	x	x	Tijuana	Baja California	0	x
-3502709347305722240	0	1	x	x	x	0
-6374982371790023876	x	x	x	x	x	x
-3498594373111755252	0	1	x	x	x	0
5772164168418549682	x	x	x	x	x	x
-34431373745475492	1	0	x	x	x	1
7352879350107686690	1	1	Cipolletti	Río Negro	0	1
2367025234728819963	1	1	Bogota	Bogota	0	0
-5598746051789381124	0	0	Guayama	Guayama	0	0
-8569657172009996513	x	x	x	x	x	x
1966054994806111777	x	x	Gibraltar	x	0	x
3695700902781843713	x	x	x	x	x	x
-91656939205460885	1	0	León	Guanajuato	0	0
6761640072504970267	0	1	x	x	x	1
76161706557129128	0	0	x	x	x	1
-1664568265847072189	0	1	x	x	x	1
-8766474924615343995	1	0	x	x	0	1
6514473044348875989	0	0	x	x	x	0
3511560268872493453	x	x	x	Andalusia	1	x
3013014796789437466	x	x	x	x	x	x
5477811225111049269	x	x	Allariz	Galicia	1	x
-8585653144425765292	x	x	Upata	Bolívar	0	x
-8882737076748247475	0	0	Madrid	Community of Madrid	1	0
-944775363519498494	1	0	Guayaquil	Guayas	0	0
-41463462417197642	0	0	Montevideo	Montevideo Department	0	1
-3519528240970123273	0	0	Cáceres‎	Extremadura	1	1
5503902159977406617	0	0	x	x	x	1
1842836297698803214	x	x	x	x	x	x
7448063291702029872	0	1	Jerez de la Frontera	 Spain	1	0
-3710897522309632802	0	0	x	x	x	1
2365173304528479448	0	0	x	Catalonia	1	0
9138805487943023060	0	1	x	x	x	0
-4918766225983353379	0	0	Rosario	 Argentina	0	0
-1812609042553470194	x	x	Managua	Managua	0	x
5281230555116266891	x	x	x	x	x	x
-7203366582930512695	0	1	Nuevo León	 México	0	1
-1393929968522104819	1	0	x	x	x	0
-7198069706757120903	x	x	x	x	x	x
5955117061000994950	0	0	Athens	x	0	0
-6617829890602923980	x	x	x	x	x	x
1787972945765686315	x	x	x	x	x	x
-4085785118377913045	1	0	x	x	0	1
-378309741955696975	x	x	x	x	x	x
6745332335626406989	0	0	Buenos Aires	Buenos Aires	0	1
-7959880066391847012	1	1	Santa Fe	Santa Fe Province	0	0
-9016235783941486946	x	x	x	x	x	x
-8575189129552054736	0	0	x	x	x	0
4244938427732871558	x	x	Arrecife	Canary Islands	1	x
2525993328775728880	x	x	x	x	x	x
5041489487720945322	0	1	x	x	1	1
2189648201930853442	x	x	Chipiona	Andalusia	1	x
-5903902245608421967	x	x	x	x	1	x
2009267348172246690	1	0	Puerto La Cruz	Anzoategui	0	1
8095438160812604509	0	1	Toronto	Ontario	0	0
-6016990243733444623	x	x	x	x	x	x
-5566450164050909559	x	x	x	x	0	x
6839907152353529995	x	x	x	x	x	x
-5498254204739311128	x	x	West Jordan	Utah	0	x
-7865073498799729891	x	x	x	x	0	x
5583527804046922877	x	x	x	Michigan	0	x
8001991381811508697	1	1	Chicago	Illinois	0	0
2777177931804595115	0	0	x	x	x	1
-2812155732789687357	0	1	Olavarría	 Argentina	0	0
2610721499790834125	0	0	Villarreal	Valencian Community	1	0
749855738089622305	x	x	x	x	x	x
-1500353620302216876	1	1	x	x	x	1
-1879065109701783965	x	x	Helena	Montana	0	x
4153692345927239753	0	1	x	x	x	1
-8149766238451978177	x	x	x	x	x	x
3125742307435734312	x	x	x	x	0	x
-6428928836549535837	0	1	x	x	x	0
4605025840958498343	1	1	Cádiz	Andalusia	1	1
-9203409588590809782	1	1	x	Balearic Islands	1	0
8012480451160199589	1	1	x	x	0	0
-3189656460301705779	1	1	Puebla	Puebla	0	0
4613239603161815542	0	1	Pachuca de Soto	 Hidalgo	0	0
3742143364184934684	1	0	x	x	x	1
-6825017233073567842	x	x	x	x	x	x
-3057467742403793982	x	x	x	x	x	x
-1092358661431996570	x	x	Mendoza	Mendoza Province	0	x
-6075266623682459520	0	0	x	x	x	1
-4991468740922095057	x	x	x	x	0	x
-3569883692217992221	1	1	x	x	x	0
-5752513284194869692	x	x	x	x	x	x
-9181981252089346605	x	x	x	x	x	x
-613772586343251345	x	x	Quilmes	Buenos Aires Province	0	x
-4568320391694556890	x	x	Madrid	Community of Madrid	1	x
3723430225768111571	0	0	Yumbo	Valle del Cauca	0	1
5946774122754255277	x	x	x	Community of Madrid	1	x
4011824657896722446	1	1	x	x	x	1
-653787793273190033	1	0	x	x	x	0
6124771037065344586	x	x	x	x	x	x
6108219530520432506	x	x	x	x	x	x
-5039019651676096425	x	x	San Francisco	California	0	x
8074701161149651013	0	1	x	x	x	0
3056240920804621251	x	x	x	x	x	x
-2167100679045419092	x	x	Córdoba	Andalusia	1	x
2394700246805013783	x	x	Madrid	Community of Madrid	1	x
-301607240785140558	x	x	Madrid	Community of Madrid	1	x
-2974866387322858299	x	x	x	x	x	x
6951514319772341016	1	0	x	x	0	0
8496789638298190755	1	1	Buenos Aires	 Argentina	0	1
-2045527258283848309	0	0	x	x	x	0
-8065603657311024020	0	1	León	Castile and León	1	0
3673578017802347615	x	x	x	x	x	x
-7551410463048862784	0	0	x	x	x	1
6968872297484521719	1	1	Pichi Huinca	La Pampa	0	0
-9038563827052518805	0	0	x	x	1	1
1963347704879849673	x	x	x	x	0	x
1697941267137725225	0	0	x	x	x	1
8999191207675304144	1	0	x	x	0	0
4946996218955239221	1	1	x	x	x	0
-1430528533055382421	x	x	x	x	0	x
3290571286668218791	0	0	x	Scotland	0	1
-1056148715548001669	1	0	Montevideo	Montevideo Department	0	1
4176776218283876132	x	x	Tulsa	Oklahoma	0	x
5467549414518019900	1	1	x	x	x	1
3037842039224584746	0	0	Bogota	Bogota	0	1
858556773114561594	x	x	Barcelona	Catalonia	1	x
-8842598036347040740	1	1	Huelva	Andalusia	1	0
-1957378282368022144	0	1	Buenos Aires	Buenos Aires	0	1
6575875043383049725	x	x	x	x	x	x
4617050059789210746	0	1	San Luis Potosí	San Luis Potosi	0	1
2962372495308118829	0	0	x	x	x	1
-7015517608551363659	0	1	x	x	1	1
7878763356874921459	0	1	Córdoba	Cordoba	0	1
-1265095241990590228	1	1	x	x	x	0
-6634880215442466767	1	1	Neuquen	Neuquen	0	0
-6587677879730027093	x	x	x	x	0	x
326033551001876815	1	0	x	x	x	0
4732845576415488436	1	1	x	x	x	1
-8978763540673489011	1	1	x	x	0	0
-6345663258593624590	x	x	x	x	x	x
6194389934493876585	1	0	x	x	x	0
-3427230274466240441	x	x	x	x	x	x
1253853636180148292	1	0	x	x	x	1
-2071121532097943838	1	1	San Jacinto	California	0	1
2589827586878717902	x	x	x	x	x	x
-6394160474313501905	0	0	Madrid	Community of Madrid	1	1
3730300032457491061	1	0	x	x	x	0
-2591326881798415197	1	0	x	x	x	0
-386746867980178427	1	0	x	x	x	0
4488459319285959111	1	1	Covington	Georgia	0	0
-2284760588691899678	1	0	Córdoba	Cordoba	0	1
434781366647149782	x	x	Bahía Blanca	Buenos Aires	0	x
8219100417144179238	x	x	Madrid	Community of Madrid	1	x
3666282606009879489	x	x	Tulsa	Oklahoma	0	x
4287379060517031860	x	x	Lleida	Catalonia	1	x
4629415560616219019	0	1	x	x	x	0
4159441274491322096	x	x	x	x	1	x
7897448336007782442	0	1	Ombues de Lavalle	Colonia Department	0	1
-249886726230468985	1	1	x	Trujillo Alto	0	0
7820726576841141542	1	0	Jerez de la Frontera	Andalusia	1	0
4845414879148594649	x	x	x	x	0	x
-580508457258244339	x	x	x	x	x	x
716594943279635043	0	0	Zaragoza	Aragon	1	0
-8864588714343132592	0	0	x	x	x	1
7827426276420750920	0	1	x	x	x	0
-2254084666483681539	0	1	x	x	x	0
3674227015553344067	x	x	x	x	x	x
-6296038334925999186	0	1	x	x	1	1
2035907681905705034	1	1	x	x	x	0
-7788889514130682632	x	x	x	x	x	x
4888541461058645781	1	1	x	x	x	0
2766203699918527517	x	x	x	x	x	x
-4760070497080172933	1	0	San Juan	San Juan	0	1
-4406206291003187312	0	0	Florencio Varela	Buenos Aires Province	0	1
7563838571636407957	x	x	x	x	x	x
-4957341269245629569	x	x	x	x	x	x
2006365535773018763	x	x	x	x	x	x
-2100671002848790602	0	1	Buenos Aires	Buenos Aires	0	1
-6796066957968760546	1	1	x	x	x	1
-2535701489245861078	1	1	Hermosillo	Sonora	0	0
2095338942152808537	x	x	x	x	x	x
-8940002831318199566	0	0	Corpus Christi	Texas	0	0
-1671918390584489024	0	0	x	x	x	1
-7851008286687040926	x	x	x	x	x	x
5793052662786572989	1	0	x	x	x	1
-494001479417347435	x	x	x	x	x	x
8177424425043660365	0	1	Trappeto	Sicily	0	1
4330650284372430247	1	1	Santa Fe	Santa Fe Province	0	0
4051050255254071314	0	0	Madrid	Community of Madrid	1	0
1765928367794787039	x	x	Madrid	Community of Madrid	1	x
-5386330227716229524	0	0	Puebla	 México	0	1
-1666141545766769876	1	1	Tordesillas	Castile and León	1	0
-3749251294988194540	0	1	x	England	0	0
5493426225083904808	0	1	Trigueros	Andalusia	1	0
3895720660214954927	x	x	x	x	0	x
6484167072782844549	0	1	Parsons	Kansas	0	1
5886836047187208625	x	x	Madrid	Community of Madrid	1	x
8106397013347560388	1	1	x	x	x	0
4988575382684023106	x	x	x	x	x	x
1024843290066592635	0	1	Alicante	Valencian Community	1	1
2314872390896466084	1	1	Formosa	Formosa Province	0	1
1536901246385119390	1	0	Bogota	Bogota	0	1
-1938292110416925640	x	x	x	x	x	x
5750399883247898662	x	x	Madrid	Comunidad de Madrid	1	x
964811684427248050	1	1	x	Querétaro	0	0
6033648847730341067	x	x	x	x	0	x
3527577467631708876	1	0	x	x	x	1
5106363428304890835	1	0	x	x	x	0
6995184498085300781	1	0	x	x	0	0
-8726579163628669838	x	x	Ávila‎	Castile and León	1	x
3492998658308901009	0	0	x	x	x	1
6589987123815716068	x	x	Barcelona	Catalonia	1	x
-7498963222571433338	0	1	x	x	x	0
-2159920300712948713	0	1	Nairobi	x	0	1
-993427687004664312	0	1	Granada	Andalusia	1	1
-6341704639671650274	1	0	x	x	x	1
1997738392051100374	1	1	x	x	x	0
-360111009385495817	1	0	Acarigua	Portuguesa	0	0
5543853803787751944	0	0	La Puebla de Almoradiel	Castile-La Mancha	1	1
-9105436019244999276	x	x	x	x	x	x
7891394642423862820	0	0	Barcelona	Catalonia	1	1
3786834459470565968	0	0	Scottsdale	Arizona	0	1
2767273692623635093	x	x	Cervatos de la Cueza	Castile and León	1	x
-2970989815280325998	x	x	San José de Mayo	San José Department	0	x
240309375720308239	0	0	London	England	0	0
-3763747731078807454	0	0	x	x	x	1
4954509746836991450	x	x	x	x	x	x
-2231093125920480185	1	1	Mexico City	Mexico City	0	0
-2375199034551422879	0	0	x	Araucania	0	1
6295784186532719861	1	1	x	x	0	0
-3240355151965477042	0	0	x	New York	0	0
-4298964834816953216	1	0	x	x	x	0
5273525137404685322	x	x	x	x	x	x
-3264513145732748785	0	0	Madrid	Community of Madrid	1	0
3328810307679805153	x	x	Madrid	Community of Madrid	1	x
2635714216743351886	x	x	x	x	x	x
7885726301698433290	0	0	x	x	x	0
8807026921782432787	1	1	x	x	0	0
-7389719700236416791	0	0	x	Capital District	0	0
-8658483719099617293	0	1	Eindhoven	North Brabant	0	0
7587448607876494395	x	x	x	x	x	x
6428904424277521566	x	x	Zaragoza	Aragon	1	x
7241685471778799120	x	x	x	x	0	x
2683343207142162695	x	x	Heroica Matamoros	Tamaulipas	0	x
6517601554781135220	0	0	Caney	Kansas	0	1
-2068696089881081365	x	x	x	x	x	x
7004156885578393485	1	1	Elche	Valencian Community	1	0
4191438002128634531	0	0	Ponferrada	Castile and León	1	0
5176496109622343234	0	1	x	x	x	1
8042476273791773426	x	x	Marbella	Andalusia	1	x
-7350212852147685800	0	0	x	x	x	1
-2796862453479601918	1	1	x	Sinaloa	0	0
-6142683715217191384	x	x	Barcelona	Catalonia	1	x
-1251936696461298637	x	x	x	x	x	x
-9111683296090587887	1	1	x	x	x	0
2421050086399054758	0	0	Celaya	Guanajuato	0	1
8653896366010448346	x	x	Benalmádena	Andalusia	1	x
6989565072049073397	1	0	x	x	x	0
-330211392254585237	x	x	Mexicali	Baja California	0	x
-1866671350060583240	x	x	x	x	x	x
-6337525679448952212	0	0	Ceuta	Ceuta	1	0
1149585932026010310	0	0	x	x	x	1
5245445897173555941	1	0	El Calafate	Santa Cruz Province	0	1
-4662862689419991738	1	0	Barcelona	Catalonia	1	0
3726563793864780508	x	x	x	x	x	x
3782625083071533509	0	1	Mérida	 Spain	1	1
4441250775284679969	x	x	Madrid	Community of Madrid	1	x
-9130309388932601552	x	x	x	x	x	x
-6548285579026567762	x	x	x	x	x	x
5866035318533487993	1	1	Elk River	Minnesota	0	0
-8355237944612804592	0	0	x	x	x	0
-8513348953311492649	0	0	Córdoba	Cordoba	0	1
-900320123754653539	0	0	Santa Fe	Santa Fe Province	0	0
8909713086296800574	x	x	x	Texas	0	x
6386930100608251245	0	0	Cádiz	Andalusia	1	0
2226796514655425820	0	1	x	x	x	1
-3951783398787159845	1	1	Granada	Andalusia	1	0
-4799242610031146489	0	1	x	x	0	0
9044219393168755337	0	0	x	x	0	0
-3654775083034018364	0	0	x	x	x	0
7307071696401335129	x	x	Granada	Andalusia	1	x
3897188091864902332	x	x	x	x	x	x
-6994854044340861524	x	x	Buenos Aires	Buenos Aires	0	x
-5788655479460541395	x	x	Madrid	Community of Madrid	1	x
-7685124757791370274	0	0	x	x	x	1
-5751774194510245522	1	1	x	x	x	0
7198920463221383301	0	0	Rosario	Santa Fe Province	0	1
-2542850735283132877	x	x	x	x	x	x
-1723746718787087417	0	0	x	x	1	0
1712290923104881972	1	1	x	x	x	0
-6385446887832459153	x	x	León	 Guanajuato	0	x
3624514571026909343	1	0	Alcala de Henares	Community of Madrid	1	0
-5412349920783746082	x	x	Madrid	Community of Madrid	1	x
-3326137078491670099	0	0	Mendoza	Mendoza Province	0	0
5752970746246468219	0	1	x	x	x	1
-4261139576460123835	1	0	x	x	x	0
4451688148118870914	1	1	x	x	0	1
5554984088766170069	0	1	Zaragoza	Aragon	1	1
-3592740526132660293	0	1	Guadalajara	Jalisco	0	1
2817551356268724550	1	1	x	x	x	0
6051483518682684283	x	x	x	x	x	x
-2307294827864582060	x	x	x	x	x	x
-1279741126579086352	1	1	x	x	x	0
6805674851036358469	0	1	x	x	x	0
901003477759075923	1	0	x	x	0	0
4685290399761643891	1	1	x	x	1	0
775110775930681821	0	0	Peñalolén	Santiago Metropolitan Region	0	0
5233270952216311441	1	1	x	x	x	0
-8580511855247438686	x	x	Vitoria-Gasteiz	Basque Country	1	x
3128021616727404419	x	x	Kars	Kars	0	x
-4327721929472048403	1	1	Elche	Valencian Community	1	0
8326366853298356055	0	1	x	x	x	1
-1282631416266693299	x	x	Guayaquil	Guayas	0	x
2803449808247340721	0	0	Madrid	Comunidad de Madrid	1	0
-6123610837588460993	x	x	x	x	x	x
9002187559774583100	x	x	Córdoba	Cordoba	0	x
1983761490318423335	x	x	x	x	x	x
-4967315479757058310	0	0	Bogota	Bogota	0	1
6186127620779931124	x	x	Granada	Andalusia	1	x
-7624812449504806643	1	0	Madrid	Community of Madrid	1	0
8024831068068406526	0	0	Philadelphia	Pennsylvania	0	1
6456982381963068533	0	1	Barranquilla	Atlantico	0	0
-846085045524732819	1	0	x	Buenos Aires	0	0
3030041361518913127	x	x	Villa Gobernador Gálvez	Santa Fe Province	0	x
-7297218749309233942	x	x	Sumida City	Tokyo	0	x
5889406356721059384	x	x	Florencio Varela	Buenos Aires Province	0	x
-8184735761984080340	x	x	Antofagasta	Antofagasta Region	0	x
-9183582933662070284	x	x	Mairena del Alcor	Andalusia	1	x
6712686862292702546	1	1	Concepción del Uruguay	Entre Rios	0	0
-782606680754138470	0	0	Euless	Texas	0	0
-8171641760207873662	x	x	x	x	x	x
5940631037459561249	x	x	Austin	Texas	0	x
5606703398208018923	1	1	x	x	x	1
-7557630719042828521	1	0	Álvaro Obregón	 Distrito Federal	0	0
1038195639298434407	x	x	x	x	x	x
-7282535884285558771	0	0	Granada	Andalucía	1	0
-5951378760126849415	1	1	Ensenada	Baja California	0	0
142207895210420576	x	x	x	x	x	x
5138316480727781609	1	1	Acapulco	Guerrero	0	1
-4519962885839949509	1	0	x	x	x	1
7880331647192074084	1	1	x	Antioquia	0	1
4545540606317070668	0	1	x	x	x	1
8177366207235129488	x	x	x	x	x	x
6995563182288561883	x	x	San Miguel de Tucumán	Tucumán	0	x
8526707237413310662	x	x	Lima	Callao Region	0	x
-2831535630146760955	1	0	x	x	x	1
6902029354868601844	x	x	Palma	 Spain	1	x
-5887101785539828850	x	x	x	La Rioja	1	x
-3494324837439700768	0	0	Madrid	Community of Madrid	1	1
-2760958707995272823	x	x	x	x	x	x
-8193047840069436702	0	1	x	x	x	1
-2706686663641940545	1	0	x	x	x	1
7530679127911522640	1	1	Córdoba	Cordoba	0	1
113444260168821679	0	1	María Grande	Entre Ríos	0	0
-3814955299041771808	0	0	Caracas	Capital District	0	1
-2581171294173091443	0	1	Ciudad Autónoma de Buenos Aires	 Argentina	0	1
-2424298483799205502	x	x	x	x	x	x
-4509534655505237734	1	0	x	Buenos Aires Province	0	0
-5417163448009561378	x	x	x	x	x	x
4991901800117949889	x	x	Managua	Managua	0	x
6330826780815718998	0	0	Lima	Callao Region	0	0
1245029482565797322	0	0	Quito	Pichincha	0	1
-5902668170919755463	0	0	Cali	Valle del Cauca	0	1
5739802044651602736	1	0	x	x	x	0
-3108380327799941875	x	x	x	x	x	x
-2382584278261579121	0	0	Vigo	Galicia	1	0
1938288612641040486	0	1	Fuengirola	Andalusia	1	0
4469295622241821324	0	0	x	x	1	1
-2760467310858109166	x	x	x	x	x	x
6093795182228155167	0	1	Punta del Este	Maldonado Department	0	1
1106775402922852003	0	1	x	x	x	1
-2526052798793518256	1	1	x	x	x	1
-3269881218438978706	x	x	Barcelona	Catalonia	1	x
-5879516574066493556	1	1	x	x	x	1
4902033822176347324	1	0	x	x	x	0
-1824232428891612934	0	0	San Pedro Garza García	Nuevo León	0	0
8405422570284640652	0	0	Madrid	Community of Madrid	1	1
6896786178923363720	0	1	x	x	x	1
-8419516208979508053	x	x	Barcelona	Catalonia	1	x
-5293617185846971374	0	0	x	x	x	1
8106804881536315660	1	1	x	x	x	0
