tid	uid	text	date	gender	age	city	state	country	ethnicity	label
7481198886887743130	6462340367771503424	user usa barba ou bigode , essa coisa de pelinha lisinha pra gente é bunda de mulher !	2009-12-1	0	0	x	x	x	0	1
4806335548454979619	6462340367771503424	user : ser pós moderno não é coisa de user , portanto user !	2009-12-1	0	0	x	x	x	0	1
4454225053050717109	6462340367771503424	user pega forte na cintura da sua fêmea , essa coisa de delicadeza nessas horas é desses jonnys manés citricos bunda mole !	2009-12-1	0	0	x	x	x	0	1
5747728936610022481	6462340367771503424	user não pode ser vegetariano , a gente esta sempre no topo da cadeia alimentar !	2009-12-1	0	0	x	x	x	0	1
3249590900701854774	6462340367771503424	fato : estamos em plena extinção , o mundo esta sendo dominado por bibasexuais , creminhosexuais , saladinhasexuais , metrosexufrangas !	2009-12-3	0	0	x	x	x	0	1
-3397212346397621864	6462340367771503424	somos o foco da resistência antifrangas modernas sem culhões !	2009-12-3	0	0	x	x	x	0	0
9035897266390284640	6462340367771503424	confissões de um user : na hora do banho , toma sem pressa , curte a água , não limpa o umbigo e soca uma bronha ( melhor parte ) !	2009-12-3	0	0	x	x	x	0	1
7952337372730211535	6462340367771503424	se vc tem um namorado que diz que não olha para as gostosas e que não bate umazinha nunca ! fuja : é uma franguinha sem caráter ! ! !	2009-12-3	0	0	x	x	x	0	1
-8211312815017877444	6462340367771503424	rt user : cientificamente comprovado . se não curte um pornozinho , não é user	2009-12-4	0	0	x	x	x	0	1
-1483759315922034511	6462340367771503424	rt user terry richardson , fotógrafo do calendário da pirelli 2010 , profissão : user - url	2009-12-4	0	0	x	x	x	0	0
-6501960603195197093	6462340367771503424	user gosta quando user sem rodeios ...	2009-12-4	0	0	x	x	x	0	0
-4221990845117713846	6462340367771503424	enciclopédia user : futebol = hora sagrada , churrasco , cerveja gelada , não gosta vaza ! fêmeas no shopping !	2009-12-9	0	0	x	x	x	0	1
-6063452270772431222	6462340367771503424	ao mestre com carinho ... luiz carlos alborghetti ( 12/02 / 1945-9 / 12/2009 ): jornalista , radialista com culhões e user r . i . p . !	2009-12-10	0	0	x	x	x	0	0
4632890819814873880	6462340367771503424	user claro ! user não comentou nada porque esteve em algumas horas de luto e reflexão sobre sua obra . brinde ao mestre ...	2009-12-10	0	0	x	x	x	0	0
8047551935626531805	6462340367771503424	user user não acompanha time de meninas !	2009-12-10	0	0	x	x	x	0	1
5314442109726151581	6462340367771503424	user manda um salve pra imagem da semana : nós te amamos ! ! ! - url	2009-12-11	0	0	x	x	x	0	0
3857711409576377581	6462340367771503424	user fez um serviço na cara do silvio berlusconi !	2009-12-14	0	0	x	x	x	0	0
6646329222466661314	6462340367771503424	user , user mesmo , tem que ter 2 filhos em 24 territórios a sua escolha ...	2009-12-18	0	0	x	x	x	0	1
910232108966304192	6462340367771503424	rt user user nao paga pau . ele paga uma mocreia para tirar a zica .	2009-12-18	0	0	x	x	x	0	1
1596851301216286379	6462340367771503424	só pra deixar claro , user não faz clube do macho , turminha da foda , essas merdas machistas de baitolas recatadas !	2009-12-18	0	0	x	x	x	0	1
-5348465619816665743	6462340367771503424	rt user : pro user construção se resume a duas coisas : concreto e madeira .	2009-12-28	0	0	x	x	x	0	1
-6778621744224264691	6462340367771503424	rt user : um user eh akele q sabe procriar sem deixar vestigios .	2009-12-28	0	0	x	x	x	0	1
5453668312009088569	6462340367771503424	sugestões para um 2010 melhor : canonizar a punheta , a santa punheta , a sagrada bronha de domingo . melhor amiga do user !	2009-12-28	0	0	x	x	x	0	1
-8186348746478227278	6462340367771503424	sugestões para um 2010 melhor : colocar chuck norris como protagonista da série de tv 24hs !	2009-12-28	0	0	x	x	x	0	0
-8133527406005768991	6462340367771503424	sugestões para um 2010 melhor : menos calcinha preta nas rádios , aliás , sem calcinha é bem melhor !	2009-12-28	0	0	x	x	x	0	0
3456411183385430573	6462340367771503424	" as melhores mulheres são as que querem trepar com você , e as piores são as que não querem . " - lemmy - motörhead - user	2010-1-7	0	0	x	x	x	0	1
-4819998368108804090	6462340367771503424	homem de verdade que não sabe desenhar um pinto , não conhece o pau que tem ! honre seu pinto ! ! !	2010-1-13	0	0	x	x	x	0	1
-2995216442232113708	6462340367771503424	user é viver com dignidade , é um conceito em extinção plena ! aqui tem o foco da resistência !	2010-1-13	0	0	x	x	x	0	0
-2604860008363387947	6462340367771503424	gostar de mulher sem ter vergonha hashtag	2010-1-14	0	0	x	x	x	0	0
8393716931810759055	6462340367771503424	heterosexual e homem de verdade hashtag	2010-1-14	0	0	x	x	x	0	1
-8675638543288347592	6462340367771503424	saber pegar sua mulher sem parecer um babaca hashtag	2010-1-14	0	0	x	x	x	0	1
-164014241705009492	6462340367771503424	geisy no fantástico se deu nota 8 ! más noticias geisy , isso é ilegal , a gente é quem tem que dar a nota . e vc é um 4 ruim !	2010-1-18	0	0	x	x	x	0	0
-3739882843010383463	6462340367771503424	user os parametros para notas são complexos , em resumo : marlene mattos é 0 , monica bellucci é 10 e vc só pegaria a partir do 5 bom ...	2010-1-18	0	0	x	x	x	0	1
2704241663012093628	6462340367771503424	user não fala de boquete , recebe . rt user " " liberdade " ... significa falar de boquete como quem fala do clima ... "	2010-1-19	0	0	x	x	x	0	0
-7841881756338279370	6462340367771503424	vão comer arroz e feijão seus fdp frescos do caralho ! ! !	2010-1-19	0	0	x	x	x	0	0
8923781399139712046	6462340367771503424	rt um user ! rt user pra vc que desmaia qdo tira sangue ... chegou o plano odontomacho : url / ( via user )	2010-1-20	0	0	x	x	x	0	0
1675862767516103682	6462340367771503424	se o kassabe fosse user diria " a culpa é minha , não fiz projeto algum para as chuvas e de vcs povão porco que não cobra nada "	2010-1-21	0	0	x	x	x	0	0
4107236591392887939	6462340367771503424	sobreviver no haiti , missão : user mesmo !	2010-1-27	0	0	x	x	x	0	0
9021465227619286593	6462340367771503424	user vc é user ? e tem twitter ?	2010-1-27	0	0	x	x	x	0	1
-7629465745470149791	6462340367771503424	video clipe da semana : url	2010-1-27	0	0	x	x	x	0	0
4142634207677015466	6462340367771503424	user usa twitter ? é a pergunta que fazem a todo momento ... !	2010-1-27	0	0	x	x	x	0	0
-8714158112751218931	6462340367771503424	claro que sim , é só vc não ser um babaca nerds , um valentão da rede , uma mulher imbecil , um hipster freak ou viciado em celebridades .	2010-1-27	0	0	x	x	x	0	1
-596020501913758464	6462340367771503424	a propósito user não vai a campus party , lugar de baitolinhas sem amigos reais ! ! ! e muito virgem também .	2010-1-27	0	0	x	x	x	0	1
498278772085840193	6462340367771503424	user ? não ! homem na metade - url	2010-1-27	0	0	x	x	x	0	0
3712698174934435129	6462340367771503424	user não precisa de hashtag puta parada de barangas-nerds atrás de rolas virgens ! pra isso tem sites pornôs bem melhores ...	2010-1-29	0	0	x	x	x	0	1
3088993288582714200	6462340367771503424	hashtag esse lugar que deve feder espinha azeda que passou da validade , tem menos mulher do que um vale tudo em juazeiro !	2010-1-29	0	0	x	x	x	0	1
3653127863086717468	6462340367771503424	quando o user viu o hashtag gritou : steve ! ! ! mesa 7 , 2 cervejas , 4 copos americanos , uma porção de fritas e outrade calabresa !	2010-1-29	0	0	x	x	x	0	0
4492808159974880759	-7549548326326448134	homem que é homem só conhece dois cheiros de mulher : o bom e o ruim .	2010-2-7	0	0	x	x	x	0	1
-1988352354744432644	-7549548326326448134	não usa camiseta sem manga , a menos que vá malhar ou praticar algum esporte .	2010-2-7	0	0	x	x	x	0	0
6566034235918849305	-7549548326326448134	" deus é justo , mas a calça da carol ... mamãeeee ! "	2010-2-7	0	0	x	x	x	0	0
-8874916561049202506	-7549548326326448134	faz campeonato de peido com os amigos .	2010-2-7	0	0	x	x	x	0	0
-7613138403356530402	-7549548326326448134	bebe cana pura e não faz careta .	2010-2-7	0	0	x	x	x	0	0
7608474331445458280	-7549548326326448134	homem que é homem arrota com suco de laranja .	2010-2-8	0	0	x	x	x	0	1
-104271043783197897	-7549548326326448134	palavra do dia que homem que é homem não diz : fragrância .	2010-2-8	0	0	x	x	x	0	1
-1610780342965590300	-7549548326326448134	homem que é homem arrota com suco de laranja , no ouvido da namorada .	2010-2-8	0	0	x	x	x	0	1
-2616224381259173960	-7549548326326448134	homem que é homem só come carne . peixe é coisa de bixa .	2010-2-8	0	0	x	x	x	0	1
-8369850253610817855	-7549548326326448134	faz pontaria em qlq coisa q der na telha com jato de mijo .	2010-2-8	0	0	x	x	x	0	0
-4196569735290824834	-7549548326326448134	não lava aquela cueca q acabou de comprar antes de usar	2010-2-8	0	0	x	x	x	0	0
-2962398101076013396	-7549548326326448134	homem que é homem brinca de girocóptero no banheiro da casa da sogra .	2010-2-8	0	0	x	x	x	0	1
-8779689408940137603	-7549548326326448134	conhece três cores : azul , vermelho e amarelo .	2010-2-8	0	0	x	x	x	0	0
-9140422040662571172	-7549548326326448134	homem que é homem come doritos de pimenta com geléia extra-forte de pimenta e guaraná ice .	2010-2-8	0	0	x	x	x	0	1
-1451923084987581075	6462340367771503424	o porteiro é user ! rt user massagear o ego de uma mulher não é elogiar sua bunda e seus peitos . isso o porteiro faz	2010-2-9	0	0	x	x	x	0	0
-1259431620952208060	-7549548326326448134	tem mão de homem , ou seja , com calos .	2010-2-10	0	0	x	x	x	0	1
-7420253148973428489	-7549548326326448134	homem que é homem não assiste a fazenda .	2010-2-11	0	0	x	x	x	0	1
6051715424116647094	-7549548326326448134	" musical ? kiporréssa ? ! " por um homem que é homem	2010-2-11	0	0	x	x	x	0	1
-2457365488039834812	6462340367771503424	sexo-churrasco-cerveja-dormir ! hashtag	2010-2-12	0	0	x	x	x	0	0
-1143878521219966741	-7549548326326448134	homem que é homem não nota o esmalte das mulheres	2010-2-18	0	0	x	x	x	0	1
-7954231640198184527	-7549548326326448134	homem que é homem não come ; bebe .	2010-2-18	0	0	x	x	x	0	1
2645749895116092472	-7549548326326448134	homem que é homem troca o pênis por 1 fígado a mais .	2010-2-18	0	0	x	x	x	0	1
-7948191877400501777	-7549548326326448134	não brocha com calcinha bege	2010-2-18	0	0	x	x	x	0	0
-3260670912762873602	-7549548326326448134	não sabe que cor é bege	2010-2-18	0	0	x	x	x	0	0
-5810064157129328365	6462340367771503424	user se não sabe nadar amputa as pernas ! melhor um inválido do que um incompetente .	2010-3-1	0	0	x	x	x	0	1
-2487019070383713354	6462340367771503424	sim , eu tenho mais o que fazer do que ficar twittando para seu entretenimento !	2010-3-1	0	0	x	x	x	0	0
-5495376421868785640	6462340367771503424	manda pro seu amigo franguinha - url	2010-3-5	0	0	x	x	x	0	0
-7566751436323513640	6462340367771503424	feliz dos homens que gostam de mulheres - url	2010-3-8	0	0	x	x	x	0	1
5482001776098555664	6462340367771503424	aquelas 130 operárias que foram queimadas dentro da fábrica em 1857 são user ! mais que muito bundão covarde sem carater .	2010-3-8	0	0	x	x	x	0	0
328192949258731956	6462340367771503424	user quando vacila assume rapidamente a responsabilidade e paga o erro com humor !	2010-3-20	0	0	x	x	x	0	1
1549462804470368462	6462340367771503424	dar risada de si mesmo : user ! rir das cagadas alheias melhor ainda ...	2010-3-20	0	0	x	x	x	0	0
5507130056961680601	6462340367771503424	essa hora sexta feira user não vai pra baladinha de vagabundo ... essa hora já demos duas ! agora é só relax ...	2010-3-20	0	0	x	x	x	0	1
-7648607427395146981	6462340367771503424	user cedemos ao encanto e caímos de boca meu caro !	2010-3-25	0	0	x	x	x	0	0
-7595082737820042329	6462340367771503424	fala ai mariquinhas e afins ... como vai a falta de culhão para resolver qualquer coisinha ?	2010-3-25	0	0	x	x	x	0	1
-7526492381415136878	6462340367771503424	agora sim user pode usar perfume - url	2010-3-25	0	0	x	x	x	0	1
3486564556581141657	6462340367771503424	user perfume pra mão jovem amante ... pra mão . cappice ?	2010-3-26	0	0	x	x	x	0	0
-1909925978369374808	6462340367771503424	mesmo a pedidos , me recuso falar do bbb ! user não entra em programinha pra ganhar milhão . a gente ganha na batalha do dia a dia !	2010-3-26	0	0	x	x	x	0	1
3309061410048768295	6462340367771503424	fora que só tem frangas ali . bombadinhos chiliquentos , gays que exploram suas condições e pedaços de carne para a massa carcerária !	2010-3-26	0	0	x	x	x	0	0
3532952727049867478	6462340367771503424	ricky martin ! ! ! demorou tanto tempo assim pra assumir pq ? tava dando a bunda ? é ? não se reprima caralho ! literalmente pra vc ...	2010-3-30	0	0	x	x	x	0	0
6114369341646214367	-2018395927880697868	no futebol , hashtag é atacante . acha meio-de-campo coisa de veado .	2010-6-19	0	1	x	x	1	1	1
-1342708885317911910	-2018395927880697868	hashtag não sai mostrando a sua bunda em época de carnaval .	2010-6-19	0	1	x	x	1	1	1
-8915514826547221783	-2018395927880697868	hashtag não pergunta à esposa / namorada onde ela quer ir . fala pra onde eles vão e pronto .	2010-6-19	0	1	x	x	1	1	1
-4876201486125534970	-2018395927880697868	hashtag acorda cedo pra assistir os jogos da copa . hashtag	2010-6-19	0	1	x	x	1	1	1
-5371180609658266232	6462340367771503424	user esse é o espirito true man !	2010-6-22	0	0	x	x	x	0	0
374648053514072959	6462340367771503424	pra você que não gosta de futebol . foda-se ! ! ! seu mané sem alma .	2010-6-24	0	0	x	x	x	0	0
-44489081110396755	6462340367771503424	aliás , pra que ver futebol na copa se você não vai acompanhar nada nos próximos 4 anos de novo . deixe quem gosta ver em paz !	2010-6-24	0	0	x	x	x	0	0
-2417500234002989942	6462340367771503424	frangas de plantão ! eu voltei ! ! ! chhuuuuupaaaaaa	2010-6-24	0	0	x	x	x	0	0
1247648576910858793	-3928076704340159766	vc é chique benhe ( user live on url	2010-7-1	x	x	São Paulo	State of São Paulo	1	x	0
4566178953122983831	-3928076704340159766	nossa , não gosto de cameras .. rs ( user live on url	2010-7-1	x	x	São Paulo	State of São Paulo	1	x	0
-1984959741168718160	-3928076704340159766	tadinho do goby rsrsrs ( user live on url	2010-7-1	x	x	São Paulo	State of São Paulo	1	x	0
-5348613456633061115	-3928076704340159766	bom , gente , boa twitcam pra todosssss ... cheirossss ( user live on url	2010-7-1	x	x	São Paulo	State of São Paulo	1	x	0
-1265679960508903310	-3928076704340159766	user ouvindo a música preciso de vc .. excelente , linda ! foda , pq tô separando . pqp ...	2010-7-2	x	x	São Paulo	State of São Paulo	1	x	0
-256249527794939828	-3928076704340159766	user excelente post , história tb ... :)	2010-7-2	x	x	São Paulo	State of São Paulo	1	x	0
3671649201067897343	-3928076704340159766	rt user : obrigado pelo seu apoio e contamos com vc para a divulgação da campanha e as hashtag e hashtag	2010-7-2	x	x	São Paulo	State of São Paulo	1	x	0
2927405774510752498	-3928076704340159766	user kkkkkk massa , né ? pode passar pra frente , claro ! cheiros !	2010-7-2	x	x	São Paulo	State of São Paulo	1	x	0
7094297990957229342	-3928076704340159766	já sentiram q tá tudo errado ? q as pessoas mais importantes acabam s perdendo por erros / inseguranças tuas ? hashtag hora de mudar ! boas noites !	2010-7-2	x	x	São Paulo	State of São Paulo	1	x	0
6415086177279613038	-3928076704340159766	user tá no msn ? ? ?	2010-7-6	x	x	São Paulo	State of São Paulo	1	x	0
3652643048166465875	-3928076704340159766	user nossa , ta chiques rs .. mtos contatos hahaah ta boa ?	2010-7-6	x	x	São Paulo	State of São Paulo	1	x	0
9118386469112982433	-3928076704340159766	user nusssss , magavilha , heinnn . massa esse promo !	2010-7-6	x	x	São Paulo	State of São Paulo	1	x	0
-8579220253166889290	-7756066814007993010	com h maiúsculo não tem twitter . então você já sabe quem deve ter criado esse perfil .	2010-7-6	0	1	x	x	1	0	0
-1494176737107022324	-7756066814007993010	não gosta de " bater papo " no msn . ele responde porque os outros falam . nem tem tempo pra frescura .	2010-7-6	0	1	x	x	1	0	1
8581967093730606215	-7756066814007993010	não " faz as unhas " e nem corta com tesoura , corta com o trinco mesmo .	2010-7-6	0	1	x	x	1	0	0
-5543713584241251136	-7756066814007993010	não usa roupa cor-de-rosa , nem roxo .	2010-7-6	0	1	x	x	1	0	0
-367332207015008224	-7756066814007993010	não faz a barba todo dia .	2010-7-6	0	1	x	x	1	0	0
930280235688646796	-7756066814007993010	não gosta de fazer compras . faz porque a mulher força .	2010-7-6	0	1	x	x	1	0	1
7434355898353781704	-7756066814007993010	olha primeiro pros peitos das mulheres .	2010-7-6	0	1	x	x	1	0	1
-314732772520468426	-7756066814007993010	gosta de futebol , cerveja e mulheres .	2010-7-6	0	1	x	x	1	0	0
4396362616412851956	-7756066814007993010	tem amiga , mas morre de vontade é de comê-las !	2010-7-6	0	1	x	x	1	0	1
-8844056554748815400	-3928076704340159766	eu volteiiii agora pra ficarrrr	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-1816221065369109966	-3928076704340159766	convida nui de sampa ! rt user vamos p uma baladinha em sampa ? ? ? user user user user e lucas	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
3430897533921101491	-3928076704340159766	" ninguém chega em casa falando “ mãe , sou hétero ” . então por que tem que chegar e dizer “ mãe , sou gay ” ? ” by user . hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
8247526648191883269	-3928076704340159766	user taí .. qria um picolé de carambola . ou jambo . hashtag mas , o dia , hj , mto trab . e a noite ? " a solidão é fera ... "	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-3506366042754954010	-3928076704340159766	oxente ! pq ? sou tão santa ... rs ... rt user user oooooooooo maluca	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
6383992169670800537	-3928076704340159766	não ! 1 coisa ñ elimina a outra ! rt user user ain menina tenho entrevista d emprego semana que vem , vou sair da prostituição hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
4157737680775654573	-3928076704340159766	user a pimenta comentada na estrevista : url	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-1434063103344407181	-3928076704340159766	ainda não acredito que não estarei em hashtag dia 24/07 no hashtag com a user . serio ! saco ! hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-5812251852644393171	-3928076704340159766	user hj tdo mundo preoc c uma colega no escrit que eu sabia q tinha ido fazer entrevista . eu disfarçando e fazendo a preocupada !	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-4945485268442830005	-3928076704340159766	não ! nasceu em 13.12 . 1978 ! hashtag meu apelido de infância : maria desastre rt user tá pra nascer pessoa mais desastrada que eu .	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-2809314967237212644	-3928076704340159766	hj eu vi a user perguntando p user no tt como funciona a promoção e a dona morangorespondendo como funciona hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-7360498001736395688	-3928076704340159766	user é sério . qq dia te relato umas boas . sou especialista pós-graduada em auto flagelação e me formei em " desligamento " : exemplo ...	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
5071227244805353136	-3928076704340159766	user ex : só hj percebi que vc que é promoter do comunidade morango . ainda tô tentando descobrir quem é tua sócia .. hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-5591796305161980142	-3928076704340159766	user aff , que tutorial não é tédio ? ? ? ^ vê um de edição de vídeo que vc entra numa facul de maquiagem	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
530011788671941384	-3928076704340159766	user q fodas , hein amigo ...	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
7004686890814938182	-3928076704340159766	user é q vc nunca falou comigo madry , então , fiquei triste quase ligando pro hashtag pra pedir oração . agoraestoufeliz	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
256182896749550163	-3928076704340159766	adoro essa energia daqui . não gosto de lembrar que vou trabalhar no feriado . mas , gosto de ter emprego . então tá ótimo .. rs .	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
3269089753744154404	-3928076704340159766	tá doendo simmm , tá doendo em mimmmmm ... namorada de felipe melo - url	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	1
3931489617780656812	-3928076704340159766	user do jeito que sou desastrada , se coloco copo de água em cima da tv , fico sem ! hashtag hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-6219140547225921833	-3928076704340159766	user começou fala que eu te escuto ! ! ! ( assistir dr house dá nisso ) hahahaha	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
4781606176940093361	-3928076704340159766	user qq dia te relato umas . sou pós-graduada em auto-flagelação e m formei em " desligamento " . apelido d infancia : maria desastre .	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
2014975714616534916	-3928076704340159766	é , por quê ? rt user vc me deixou .. ! pq ? ?	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-8869907743612101904	-3928076704340159766	user bora fazer um campeonato , madry ? hahaha ... vc podia ser minha mãe , embora ache que não tem idade .. snifff hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
8307873055505187674	-3928076704340159766	user ia dar boa noite , mas , vc ja foi então , boa sexta ! hahaha	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
3449012011977480926	-3928076704340159766	boa noite , lindinhas da noite rs . user user user user	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
8978518139733466219	-3928076704340159766	indo dormir ao som de uma linda música , e da crença de que sim , o que é verdadeiro é para sempre . url	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
4154189838004321775	-3928076704340159766	user ;) olha o vídeo que postei agora ... e durma bem . cheiros !	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
8703899679415732342	-3928076704340159766	user canhão com retorno ? não fale isso pro felipe melo , vai que ele se anima ... boa noite ! hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-8296411564457055289	-3928076704340159766	user hello , pois é , mas , estava interagindo ... thudhu bom ?	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
5481014619228539997	-3928076704340159766	user nossa , nem me fale , saudade da esquisita ..	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
8581916468696587341	-3928076704340159766	user tb soninho .. e eis que trabalho amanhã . hj é feriado em sampa e tb trabalho rs affff rs	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-3288830367633646542	-3928076704340159766	user oi , pssoa .. tá morando onde aqui em sampa ? hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-2616030167440061528	-3928076704340159766	user que é moita ? hashtag hehehe	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-8035748021515816187	-3928076704340159766	user eu tb , aclimação hashtag hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
7477066562481505252	-3928076704340159766	user constituição de 1932 . porra , nem minha bisavó era nascida em 32 . hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
4424721609523034230	-3928076704340159766	user para de parar . hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-2764960730497633790	-3928076704340159766	pssoa fina ... rsrs rt user user jardins	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-3308872173216143380	-3928076704340159766	user uma galera que se reuniu contra o governo intransigente de vargas . oficialmente min 800 pssoas morreram , cidades bombardeadas	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-3561377530176291332	-3928076704340159766	até que enfim alguém me entende nessa life rt user ah , a gente tem que complicar , sim , uma vida totalmente previsível ñ tem graça ...	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-5199915779469692206	-3928076704340159766	user vc conhece a banda hashtag ? hashtag " runaway " , " no frontiers " " at your side " .. e por aí vai ( amomuito )	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
7351410877656473990	-3928076704340159766	user vale muito a pena .. tenho 02 dvds incríveis . se morasse em sp faria-te uma cópia . hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
911231386925992310	-3928076704340159766	gente , li piadinhas fodas agora .. vou trazer uma , perai	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-1050969491055533532	-3928076704340159766	user quer uma dica meio trash pra aumentar a galera do show ? hashtag > > bate papo uol salas de minas . da uma divulgada !	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-5792184781447070153	-3928076704340159766	user não deixe as lembranças e saudades te minarem . enfrente , ouça músicas .. ( essa é linda msm ) . conhece the corrs ?	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-5217970345924138441	-3928076704340159766	user sei lá , inventei agora .. hashtag hahaha	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
2939198122497372075	-3928076704340159766	user oi , cara-metade do desastre mor ... dei umas fuçadas hj no blog !	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-720521322586123407	-3928076704340159766	user ixi , amiga .. marron .. marromenos .. termino de namoro , foda ne	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
-2312956855591876467	-3928076704340159766	user nem eu , amiga .. nem eu . e como ela diz : hashtag	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
782251583766427245	-3928076704340159766	user o blog é uma dilicinha .. ja conhecia sim , vou comentar amanha ... hj tô de bode , sozinha e abandonada em sampa rs	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
1571234328037047927	-3928076704340159766	user vcs moram por onde ? eu moro na aclimação , perto da liberdade , vergueiro , paraíso ...	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
9182599283875105554	-3928076704340159766	user morava no jabaquara , comprava num açougue massa na av sta catarina , só lá tinha a seleta de legumes que eu amava ... sniff	2010-7-9	x	x	São Paulo	State of São Paulo	1	x	0
