tid	uid	text	date	gender	age	city	state	country	ethnicity	label
-3780319036665367366	-6883528428632957456	user user user finały tblk były przyzwoicie sędziowane ? ! aha ...	2016-5-29	1	1	x	x	x	1	0
-8831729379978176460	-853612404174922601	user taki miałam właśnie , teraz kupiłam z catrice	2018-10-1	1	1	x	x	x	0	0
3896439302322080318	-6883528428632957456	user to ich wymień . w czym problem ?	2016-5-14	1	1	x	x	x	1	0
3318899832239412209	-6883528428632957456	user user user a ja mam ciepełko jak się przytule do swoich kotów :)	2016-11-29	1	1	x	x	x	1	0
-8514423263818395667	6803181416508891510	user właśnie . ilu ! najpierw odpowiedzmy sobie ma to pytanie , a potem dziwmy się zwycięstwu zdanowskiej	2018-10-21	0	0	x	x	x	0	0
4140029442350277153	-1891029395597084473	user w jego przypadku statystyka przebiegniętych kilometrów nie ma znaczenia . czy gra zajebiście , czy fatalnie , biega tyle samo .	2018-6-21	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-1047502915168973723	1483962902744798158	user user 100 % , mann też miał pełne prawo	2018-8-10	0	x	x	x	x	x	0
6320133632280813539	-6883528428632957456	user kończyłeś już kilka razy 😂	2018-10-7	1	1	x	x	x	1	0
7523701532233909961	4149308855696923796	user dzisiaj zajmujemy się wariatem krystyną ciekawe czy będzie płakał ?	2018-3-6	x	x	x	Lesser Poland Voivodeship	1	x	0
1141596983782393473	4149308855696923796	user user user user a co będzie jak kuba nigdy niewroci ?	2018-4-5	x	x	x	Lesser Poland Voivodeship	1	x	0
-8633439626466864964	4756326747970055695	user tym w sejmie też ? banda hipokrytów i złodziei .	2018-5-26	0	0	x	x	x	0	0
-239639059102706441	-1891029395597084473	w każdej z czterech grup będzie walka o zwycięstwo premiowane awansem do clj . bardzo potrzebne rozwiązanie , brawo .	2018-7-25	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-6433028750219140367	-853612404174922601	user tak się poznałam z moim chłopakiem 😂 czasami warto	2018-8-3	1	1	x	x	x	0	0
-2500302107218699891	-6883528428632957456	user nelly furtado a tytuł forco czy cos takiego	2016-6-25	1	1	x	x	x	1	0
-2073877736321559374	1483962902744798158	user mów prawdę , kto was skrzywdził	2018-3-29	0	x	x	x	x	x	0
5330645502014730915	-853612404174922601	user jestem tu od 2013 xd	2018-11-6	1	1	x	x	x	0	0
1651900633236116785	-1891029395597084473	user ta kadra to rocznik 2002	2018-8-17	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
4316009330602139358	1483962902744798158	posiada sensor cgm , ciągły monitoring glikemii , w końcu .	2018-8-23	0	x	x	x	x	x	0
2921139121456959739	-6883528428632957456	rt user : jeszcze żaden polak nie wystąpił w meczu gwiazd nba , nie licząc mietka paciaciaka ;) pomóżmy marcinowi gortatowi być 1 …	2017-1-1	1	1	x	x	x	1	0
2921139121456959739	-6883528428632957456	rt user : jeszcze żaden polak nie wystąpił w meczu gwiazd nba , nie licząc mietka paciaciaka ;) pomóżmy marcinowi gortatowi być 1 …	2017-1-1	1	1	x	x	x	1	0
5616833488655081686	1483962902744798158	user no kurwa myślałem że na podlasiu	2018-9-13	0	x	x	x	x	x	0
-2807024244337299126	-1891029395597084473	user user tak , to nawet lepsze rozwiązanie .	2018-6-20	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
5593659546816405352	-7469292299329137016	rt user : user user koń by się uśmiał , tvn 24 i tvn wolne media ? bardziej perfidnego łgarstwa nie słyszałem .. 🤔	2018-11-17	x	x	x	x	x	x	0
5593659546816405352	-7469292299329137016	rt user : user user koń by się uśmiał , tvn 24 i tvn wolne media ? bardziej perfidnego łgarstwa nie słyszałem .. 🤔	2018-11-17	x	x	x	x	x	x	0
3312523855550955692	-8305065055084640059	user gdzie ja wtedy byłam ? ;-)	2017-8-8	1	1	Warsaw	Masovian Voivodeship	1	0	0
-2384922806830663171	-6883528428632957456	user user user midze sie nudziło i se coś na kolanie napisał i macie sensacje	2016-11-21	1	1	x	x	x	1	0
-4027944949088821408	-1891029395597084473	user dzisiaj wrócił do treningów , czyli zdążyli 😉	2018-7-31	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-4828760067414528210	-1891029395597084473	user user user user nie wiem , zerknij na 90minut	2018-6-28	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
1532551773130652979	4756326747970055695	user user z motłochem nie dyskutuję tylko daje bany . a pani user gratuluję obrońcy .	2018-10-25	0	0	x	x	x	0	0
-7943694249261593866	-8305065055084640059	user możesz też zawsze po prostu zapytać kiedy się urodziłam . albo wpisać hasztag hashtag ;-)	2017-3-16	1	1	Warsaw	Masovian Voivodeship	1	0	0
8271796050025619588	-6883528428632957456	user ale z kategoriami moim zdaniem przesadzają . sponsor roku , serce , impreza ? bez jaj	2017-1-7	1	1	x	x	x	1	0
-8101786074896933415	4149308855696923796	user prezes się cieszy ze wisla odpadła bo w razie finału legia-wisla znów by musiał finał odwoływać	2017-9-21	x	x	x	Lesser Poland Voivodeship	1	x	0
-7655564013510540559	-853612404174922601	bratowa wysłała mi zdjęcie bratanicy z rozpoczęcia roku , idzie do pierwszej klasy , biedactwo nie wie co ją czeka	2018-9-3	1	1	x	x	x	0	0
5664060908819044996	-6883528428632957456	user szybkie pytanie do user ręka sadloka była zagraniem umyślnym ?	2017-2-14	1	1	x	x	x	1	0
-7182915559720420328	-1891029395597084473	user dzień w którym abidal sprzedał i kupił a.vidala 😉	2018-8-3	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-4298399055821150178	-1891029395597084473	user równie dobrze można gola stracić :)	2018-6-24	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-7758658089573997000	-1891029395597084473	user chorwaci przerżną w końcówce dogrywki , wiadomo .	2018-6-26	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-4243141583098032960	1483962902744798158	user nasze dzieci będą zdegustwani , był taki pis , taki user , historia populizmu i głupoty w latach 2015-2019 , margines	2018-9-1	0	x	x	x	x	x	0
1595907861195341481	-8305065055084640059	user o , myślałam , że nikt już nie używa " mnie " tylko " mi " .	2018-3-1	1	1	Warsaw	Masovian Voivodeship	1	0	0
-5327881205093894086	-1891029395597084473	user user user na nowym stadionie west hamu też to widziałem .	2018-8-22	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-7388214327188383324	-6883528428632957456	user user zawodnik w sezonie może grać w barwach dwóch klubów więc jeszcze nic straconego :)	2015-8-22	1	1	x	x	x	1	0
-5880413438421857264	-853612404174922601	ciekawe czy faktycznie jest taki zakład bo jeśli tak to nieźle xd	2018-11-6	1	1	x	x	x	0	0
-3647173888262926605	1483962902744798158	user hehe , do gazu , hehe jeszcze jakieś emotikony wrzuć	2018-3-29	0	x	x	x	x	x	1
5429141192921455612	6803181416508891510	qrwa ! ! i niech mi nikt nie mówi , że czary to jakiś zabobon ! ! chłopaki mają sztywne nogi !	2018-6-19	0	0	x	x	x	0	0
5066582287526432727	1483962902744798158	od 01.10 . 2018 każde sprawozdanie finansowe w formie elektronicznej , zgodne ze strukturą jpk	2018-8-24	0	x	x	x	x	x	0
-4307844298011781028	-6883528428632957456	rt user : na tvp kraków padła właśnie informacja że rozmowy z potencjalnym kupcem wisły przełożony z dziś na jutro .	2016-7-18	1	1	x	x	x	1	0
-4307844298011781028	-6883528428632957456	rt user : na tvp kraków padła właśnie informacja że rozmowy z potencjalnym kupcem wisły przełożony z dziś na jutro .	2016-7-18	1	1	x	x	x	1	0
626832022030820026	-853612404174922601	rt user : user niech jeszcze dadzą lektora i na główna postać mówią nadzieja	2018-9-12	1	1	x	x	x	0	0
626832022030820026	-853612404174922601	rt user : user niech jeszcze dadzą lektora i na główna postać mówią nadzieja	2018-9-12	1	1	x	x	x	0	0
3895304553827851742	-6883528428632957456	user nie no ludzie , żeby robić artykuł na temat jednego tweeta ? ...	2018-7-13	1	1	x	x	x	1	0
8008965776889988898	-1891029395597084473	user jak powiem , że pierwsze słysze , to będzie kompromitacja czy nie ? 😄	2018-8-15	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
1765669273253684094	1483962902744798158	user usuń konto , wytrzeźwiej buduj od nowa	2018-10-26	0	x	x	x	x	x	0
-4607270718633193635	1483962902744798158	user user user sekta , cha , cha , cha , obudź się z hipnozy , jesteś bolszewikiem	2018-3-8	0	x	x	x	x	x	1
5230037763927514751	-853612404174922601	nie wstanę kurde nie ma opcji	2018-9-9	1	1	x	x	x	0	0
-4881912116895564576	-6883528428632957456	user user spokojnie , u mnie też kaczarawa na kapitanie + cvijanović :)	2018-2-16	1	1	x	x	x	1	0
6309027108793848184	-853612404174922601	rt user : niech ładny chłopiec z kręconymi włosami do mnie napisze : jutro , zaraz , teraz	2018-9-27	1	1	x	x	x	0	0
6309027108793848184	-853612404174922601	rt user : niech ładny chłopiec z kręconymi włosami do mnie napisze : jutro , zaraz , teraz	2018-9-27	1	1	x	x	x	0	0
-3161897170630979155	-8305065055084640059	user im ktoś gorzej widzi , dłużej musi czekać , choć ten , który widzi lepiej , dłużej poradzi sobie bez okularów . 😨	2017-3-23	1	1	Warsaw	Masovian Voivodeship	1	0	0
5406526248048571284	-853612404174922601	user oj , no to powodzenia ! co tam będziesz musiała robić ? 🤭	2018-9-3	1	1	x	x	x	0	0
6390159565709853992	-8305065055084640059	user user user user chyba nie , marcin mówił coś o ' 89 .	2017-4-30	1	1	Warsaw	Masovian Voivodeship	1	0	0
1135878509821332699	-6883528428632957456	user przeczytaj mojego kolejnego twitta to zobaczysz , że nie umknęło i co sądze o poziomie tego meczu .	2018-5-3	1	1	x	x	x	1	0
-8341918078359748755	4756326747970055695	user tylko nie w dupę , to dla niektórych z nich byłaby przyjemność .	2018-5-25	0	0	x	x	x	0	0
8707583673421029959	1483962902744798158	user user widać chcą wiecej polskich mord gotujacych koninę	2018-6-23	0	x	x	x	x	x	0
-2968819410587341299	-6883528428632957456	user no to jak się przegrywa cały czas to lepiej przestać grać :)	2017-7-11	1	1	x	x	x	1	0
-4275179709896345565	4756326747970055695	user user user widzę , że sami się znajdują .	2018-4-9	0	0	x	x	x	0	0
-1752051224386305528	4149308855696923796	user napewno mam niezaktualizowanego może dlatego	2018-10-12	x	x	x	Lesser Poland Voivodeship	1	x	0
1582064566008048773	-6883528428632957456	user user smokowski mówił że wisła ma piłkarzy 3 sortu , a wieszczycki deprecjonował dobrą prace kiko	2017-4-9	1	1	x	x	x	1	0
5046920358321330440	-853612404174922601	więc zaczynam oglądać do wszystkich chłopców , których kochałam bo wszyscy o tym mówią i aż chcę to sprawdzić	2018-8-20	1	1	x	x	x	0	0
-2999255978378192688	6803181416508891510	user ban , ban i jeszcze raz ban ! co za prymitywne dno !	2018-7-2	0	0	x	x	x	0	0
-1831698128595975323	4756326747970055695	user user jasne , bo debile oglądający tvpis płaczą tylko na m jak miłość	2018-9-1	0	0	x	x	x	0	1
-2343188534659207322	4149308855696923796	user user user w stop klatkach widać ze jak by to było po stronie drugiej ( legi ) to karny by był	2017-10-22	x	x	x	Lesser Poland Voivodeship	1	x	0
-1002318109826902174	6803181416508891510	zdrady stanu to donald tusk dopuścił się już w 2010 r kiedy dodał rosjanom śledztwo w sprawie katastrofy smoleńskiej .	2018-4-17	0	0	x	x	x	0	1
4381141230362038253	1483962902744798158	user na marginesie jestem córką biskupa	2018-8-9	0	x	x	x	x	x	0
5877134818865764354	1483962902744798158	user przejdzie historii : jak tworzyć kłamstwo w dobie powszechnego dostępu do informacji	2018-9-20	0	x	x	x	x	x	0
-7559149117420753336	4756326747970055695	user od ok 8 lat używam kolejnych modeli htc i nigdy mnie nie zawiodły .	2018-3-3	0	0	x	x	x	0	0
5312095808936025639	4756326747970055695	user user ty się oszuście i kłamco od nas odpierdol . my sobie damy radę bez twoich kłamstw	2018-11-2	0	0	x	x	x	0	1
1101434018146721397	-6883528428632957456	user user user odważne słowa jak na legioniste ! 😂 😂 😂	2017-3-10	1	1	x	x	x	1	0
1718232464996614699	4756326747970055695	user user załatwi to jedno głosowanie w sejmie i żadne demonstracje nie będą miały na to wpływu .	2018-3-21	0	0	x	x	x	0	0
-1747477982322404848	4756326747970055695	user user user krzyż celtycki w irlandii debilu ma kompletnie inne znaczenie niż u neofaszystów .	2018-10-30	0	0	x	x	x	0	0
4121112371671046577	6803181416508891510	user coś w tym jest , bo ja też 😁 😁 😁 . i jeszcze bym dodał dominisię w . której infantylizm mnie totalnie osłabia .	2018-4-13	0	0	x	x	x	0	0
-9179612878870342621	4756326747970055695	user user gdzie oni znajdują takich dupków	2018-10-31	0	0	x	x	x	0	0
8700507895526829964	-6883528428632957456	user user user user user dojdzie brlek , stilić wróci do formy , obcokrajowcy się zaaklimatyzują i bedzie dobrze 💪	2017-2-12	1	1	x	x	x	1	0
1223211175006933585	4149308855696923796	user user user brawo grzechu za twój powrót do żywych w rosji pokaż swoją moc	2017-10-8	x	x	x	Lesser Poland Voivodeship	1	x	0
3006751112675481030	6803181416508891510	user user user user wonder ! ! chyba cię ... 😁 😁 😁 . no dobra . na jaki ? 😁 😁 😁	2018-8-11	0	0	x	x	x	0	0
-2357319236421027657	1483962902744798158	user ja mam uczulenie na dobrą zmianę , ale to dłuższa historiac	2018-3-29	0	x	x	x	x	x	0
-5506141418933029127	-6883528428632957456	user różnicy nie ma , bo pisali wtedy , że nie można zsyłać zawodników do rezerw ;p	2018-3-28	1	1	x	x	x	1	0
4524284749787103355	-7469292299329137016	rt user : user żal ci biedaku ? ? ? gdyby nie kaczyński to by je twoi przyjaciele z po rozkradl	2018-4-17	x	x	x	x	x	x	1
4524284749787103355	-7469292299329137016	rt user : user żal ci biedaku ? ? ? gdyby nie kaczyński to by je twoi przyjaciele z po rozkradl	2018-4-17	x	x	x	x	x	x	1
-8887499286685096598	-8305065055084640059	dobry dzień na przypomnienie sobie genezy gwiazdek na fladze hashtag hashtag	2017-3-25	1	1	Warsaw	Masovian Voivodeship	1	0	0
3845593067300889242	1483962902744798158	sekta kurwa , jakaś niepojęta radość , każde konto pisdzielskie tylko o jednym	2018-4-16	0	x	x	x	x	x	1
-6105287379510761833	4756326747970055695	user user nie wierzę , bez zaświadczenia od proboszcza ?	2018-11-7	0	0	x	x	x	0	0
5303091615935397974	4149308855696923796	user i chyba wtedy byś niezaprzeczyla ?	2017-9-30	x	x	x	Lesser Poland Voivodeship	1	x	0
-5462100299143342128	-6883528428632957456	user tak naprawdę czy będziemy w spadkowej czy mistrzowskiej to i tak czekają nas sparingi .	2018-4-2	1	1	x	x	x	1	0
-5922329342405433329	1428770462116595305	user jebać , jebać , nic się nie bać .	2018-11-10	0	0	Warsaw	Masovian Voivodeship	1	0	1
4069604554385664635	4756326747970055695	user jakiej pracy , ty już pajacu nie wiesz na czym się lansować . sejm nie pracuje .	2018-5-24	0	0	x	x	x	0	1
-8453323771524404754	-8305065055084640059	kilogramy rozmnażają się przez pączkowanie 😣 😖 hashtag	2018-2-8	1	1	Warsaw	Masovian Voivodeship	1	0	0
595356132113173000	-853612404174922601	user user nie działają i lepiej działać szybko bo klienci nie maja dostępu do środków na kontach	2018-10-26	1	1	x	x	x	0	0
1120716307931462518	-6883528428632957456	user user user jutro walczycie ? normalnie rycerze ! a gdzie byliście wcześniej ? a zapomniałem że nie o l chodziło	2016-2-16	1	1	x	x	x	1	0
4245332169725801972	1483962902744798158	user ale to głupie , rdzennie głupie , bardziej głupie już być nie może	2018-11-11	0	x	x	x	x	x	0
-9157578814514116622	-6883528428632957456	user szczególnie vestenicky.podczas wypożyczenia nic nie pokazał a go wykupili za 500 tys euro 😂 👏	2017-5-7	1	1	x	x	x	1	0
-2744755551325807592	4756326747970055695	user już się boję . postraszy mnie pan kolegami narodowcami ?	2018-2-15	0	0	x	x	x	0	0
-8387861028098387405	-1891029395597084473	user co nie było blisko ? bo nie rozumiem .	2018-7-21	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-7765765354959702074	-1891029395597084473	user user a od kiedy komentatorzy na sky to wyrocznia ?	2018-8-24	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
8197742635627651756	6803181416508891510	user user nazwisko tego babska 😁 😁 😁 . bo wczoraj był na mo 😁 😁 😀	2018-9-25	0	0	x	x	x	0	0
5546240420539733330	1483962902744798158	user zbiera się do kontrataku , dla swojego pryncypala pójdzie w bój , patrityczna dusza , co nie user ?	2018-6-29	0	x	x	x	x	x	0
743596440355102178	-6883528428632957456	user a w kolejnych fajnie jakby grał na lewej za sadloka user	2016-5-1	1	1	x	x	x	1	0
-5548474087884261463	-6883528428632957456	user byłem w pracy ale zaraz odpalam meczyk na yt . dzięki za walke ! ! ! :)	2015-11-12	1	1	x	x	x	1	0
-9144384298741107515	-6883528428632957456	user user jakie 0 motywacji ? jest chyba różnica mieć medal albo go niemieć	2016-4-23	1	1	x	x	x	1	0
4901454432768265751	-853612404174922601	user niby nie macie czy niby nie mit ? 😂 😂	2018-9-24	1	1	x	x	x	0	0
1029953415321522385	6803181416508891510	user ja bym był ostrożny 😁 😁 😁 a jak ma na imię ?	2018-4-25	0	0	x	x	x	0	0
2570472640766149774	4756326747970055695	user user user tak to jest jak ktoś nie wie do którego lekarza iść najpierw .	2018-4-28	0	0	x	x	x	0	0
-4156575434816982071	-853612404174922601	user user no nie dziwie się w sumie . dobrze , że tylko raz dzwonił	2018-8-4	1	1	x	x	x	0	0
9212524348126716609	4756326747970055695	user user wasz świat ? to się w nim zamknijcie i nie wystawiajcie nosa .	2018-10-28	0	0	x	x	x	0	0
-7049344379411221598	4756326747970055695	user user przyjaciół to niech on sobie szuka za swoje prywatne pieniądze . i niech robi z siebie idiotę na własny rachunek .	2018-9-19	0	0	x	x	x	0	0
-5938153953004125899	-853612404174922601	rt user : imagine sie komus podobac ? ? ? ze ktos sie stara o twoja uwage ? ? ? can ’ t relate	2018-10-23	1	1	x	x	x	0	0
-5938153953004125899	-853612404174922601	rt user : imagine sie komus podobac ? ? ? ze ktos sie stara o twoja uwage ? ? ? can ’ t relate	2018-10-23	1	1	x	x	x	0	0
3813316180678003563	-6883528428632957456	user user user a portugalia jak zagrała ?	2016-6-29	1	1	x	x	x	1	0
5535426066739566252	-8305065055084640059	pierwsze zdanie : " paczka papierosów kosztuje 4 miliardy marek " . hashtag teraz na user .	2017-1-4	1	1	Warsaw	Masovian Voivodeship	1	0	0
