uid	gender	age	city	state	country	ethnicity
8514033701008613791	female	20.0	Florianópolis	 Brazil	Brazil	latino
8445090792415518279	female	20.0	x	x	x	black
5707216792181936940	female	29.0	St. Louis	Missouri	United States	black
337691415057850160	female	34.0	Aix-en-Provence	Provence-Alpes-Côte d'Azur	France	asian
2663125475036106694	female	20.0	x	x	x	latino
-2818864923933833915	female	20.0	x	x	x	white
1829354369286184120	x	x	x	x	x	x
7508557099813466231	male	53.0	x	x	Angola	black
-6322849042202766048	female	20.0	x	x	x	black
-5137658585787702298	x	x	São Luís	State of Maranhão	Brazil	x
-3603719237734864955	male	62.0	x	x	x	black
3774708247315769768	male	23.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	latino
-1660716666907597847	female	22.0	Pasay	Metro Manila	Philippines	latino
5734140566748657453	x	x	x	State of Rio de Janeiro	Brazil	x
6030944432013377772	female	20.0	x	x	x	black
-1694633514194875595	x	x	x	x	x	x
-14407856316099633	female	43.0	Lisbon	Lisbon	Portugal	white
-2018395927880697868	male	24.0	x	x	Brazil	black
7650263537004075410	x	x	x	x	x	x
-3789417915369303948	female	28.0	x	x	x	white
8545581078849293354	female	24.0	x	x	x	white
8416193520579279978	male	69.0	x	x	x	white
328418667403763532	x	x	x	x	x	x
6860994183391947890	x	x	Belo Horizonte	State of Minas Gerais	Brazil	x
-7710152178645622889	male	32.0	x	x	x	black
-4009200784506314045	male	19.0	x	x	x	white
-1176243023251251435	female	29.0	x	x	x	black
5988724037178022847	male	46.0	Uberaba	State of Minas Gerais	Brazil	white
1736682812297526801	female	24.0	x	x	x	latino
-4095947734534519938	x	x	x	State of Rio de Janeiro	Brazil	x
-1781570836321792319	male	21.0	x	x	Brazil	latino
544760279546264578	x	x	x	x	x	x
9067538999285540109	female	24.0	Melbourne	Victoria	Australia	white
-6026264258781036205	male	59.0	x	x	x	white
-4675634137857045440	female	33.0	Carrabelle	Florida	United States	latino
-5510158119029074308	x	x	x	Florida	United States	x
3905505202017844764	female	60.0	Rio de Janeiro	 Brazil	Brazil	white
3991784094800526127	male	12.0	x	x	x	asian
2883240293071383850	x	x	x	x	x	x
401534873418260107	female	26.0	Figueira da Foz	Coimbra District	Portugal	white
-4156276562952299642	female	38.0	Lisbon	Lisbon	Portugal	white
8567305560377692829	male	56.0	Tulsa	Oklahoma	United States	white
2675576482901435853	x	x	x	x	x	x
8881563932067275902	x	x	Abuja	Federal Capital Territory	Nigeria	x
-8557766192665100544	female	24.0	Torres	 Brasil	Brazil	black
-483053108755274219	male	45.0	x	x	Turkey	white
467994981666272682	x	x	Mexico City	Mexico City	Mexico	x
-4641298172308971996	x	x	x	x	x	x
1800110661998514466	female	20.0	x	Federal District	Brazil	asian
3828066121303355156	female	81.0	x	x	x	white
2541796167184387736	x	x	x	x	x	x
-3010314322515902187	female	23.0	x	x	x	white
-198555369188947630	x	x	x	x	x	x
-174024518752350001	male	29.0	x	x	x	white
-3455353822694486098	x	x	São Paulo	State of São Paulo	Brazil	x
6948794065958466272	female	21.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	white
-4846765109509741402	male	25.0	x	Rio de Janeiro	Brazil	black
-3830908138669483842	x	x	x	x	x	x
-4444557878831088226	female	30.0	x	Rio de Janeiro	Brazil	black
2580243369416317723	female	53.0	x	x	x	white
5980487531479617501	male	37.0	x	x	France	white
8350104413534849546	female	25.0	x	x	x	white
9048032330673360227	x	x	Belém	 Brazil	Brazil	x
5789848250579282295	female	21.0	x	x	x	white
-3224447503705252968	female	23.0	x	State of Bahia	Brazil	asian
-1985419383079295134	male	31.0	x	x	x	asian
6322426909231665891	male	26.0	Brandsen	Buenos Aires Province	Argentina	latino
-628501132154982474	male	20.0	x	x	x	latino
1780622171346871319	female	25.0	Sao Paulo	 Brazil	Brazil	black
5892885364382073774	female	20.0	Gregorio de Laferrère	Buenos Aires Province	Argentina	white
-4593492153536599397	male	36.0	Porto	Porto District	Portugal	white
5252186719870332784	female	29.0	x	x	x	latino
-7493505928740961259	female	28.0	x	State of Paraná	Brazil	black
7379537331473858524	female	23.0	x	State of Santa Catarina	Brazil	asian
-8106676137906528149	female	20.0	x	x	x	white
-860749221556568266	x	x	x	x	x	x
-3713615541139458291	female	60.0	x	x	x	white
-8441151028349083670	male	31.0	Lisbon	Lisbon	Portugal	white
4615384338523581663	x	x	Duque de Caxias	State of Rio de Janeiro	Brazil	x
-4025432724486279327	x	x	x	x	Argentina	x
-236124807559672447	male	29.0	x	x	Albania	asian
-1962898597392413276	male	19.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	asian
-3869043545815393529	x	x	x	x	x	x
-7484324144210651675	x	x	x	x	South Africa	x
6058342074152485364	male	39.0	x	x	x	white
-4918390609133637324	x	x	x	State of Goiás	Brazil	x
-6944537110218153342	female	29.0	x	x	x	black
6361044630580233724	male	36.0	x	x	x	latino
2455103588419266368	male	26.0	Riyadh	Riyadh Province	Saudi Arabia	latino
-2857337250130992055	x	x	Parnaíba	State of Piauí	Brazil	x
5727250010093206948	female	19.0	x	x	x	white
-5223238985646078478	male	29.0	Belo Horizonte	State of Minas Gerais	Brazil	latino
8020397438228811724	female	26.0	Vila Nova de Gaia	Porto District	Portugal	black
-3434838545980186696	x	x	Pato Branco	State of Paraná	Brazil	x
-3850319969232741887	x	x	Riyadh	Riyadh Province	Saudi Arabia	x
-5057308147413776021	female	23.0	x	x	x	white
8292988703830520920	female	22.0	x	x	x	asian
-2300482254143959357	x	x	x	x	Portugal	x
7392850897081064699	female	34.0	Bel Air North	Maryland	United States	black
-7819899847066312857	x	x	x	x	x	x
6795470627818064524	female	20.0	x	x	x	asian
-8799352801569070576	x	x	x	Federal District	Brazil	x
8596321593993176879	female	25.0	x	x	x	black
-3079035376702735912	x	x	x	x	x	x
7762652473239290339	female	20.0	x	x	x	white
-7205567056864846570	male	23.0	x	Tamil Nadu	India	black
418848195504650321	male	36.0	x	x	x	black
8234010518976772224	x	x	São Paulo	State of São Paulo	Brazil	x
-2967265704353085488	x	x	Toyonaka	Osaka	Japan	x
-7539226343088304804	male	21.0	Buenos Aires	Buenos Aires	Argentina	white
-8695387187634903009	male	26.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	latino
-4115417250787244858	male	32.0	Lubango	Huila Province	Angola	black
-5111132112989950687	x	x	x	x	Brazil	x
679384896717540000	male	22.0	x	x	Angola	black
-1816797334507809272	male	46.0	Santiago	Santiago Metropolitan Region	Chile	white
2393536865938347852	x	x	x	x	x	x
5823730688607659354	x	x	x	x	Brazil	x
-1943378398347318142	x	x	x	x	x	x
-7140306817534495035	x	x	x	State of Espírito Santo	Brazil	x
1568035263236740398	male	25.0	x	x	x	latino
-5657350986624928081	female	21.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	white
6166944107167819165	female	20.0	São Paulo	State of São Paulo	Brazil	white
-2081352847682096825	x	x	Columbus	Ohio	United States	x
-8504295660986972623	male	28.0	Rio de Janeiro	 Brazil	Brazil	black
1055438781551435310	male	24.0	Luanda	Luanda Province	Angola	black
3273359544710789931	x	x	x	x	x	x
-321966546266206577	male	59.0	x	x	Bulgaria	white
5917474753934880604	x	x	Gardner	Massachusetts	United States	x
-8585216754842722626	female	25.0	Porto	Porto District	Portugal	latino
-6624287884200118346	x	x	x	x	Portugal	x
3147521985636502648	female	24.0	Trelew	Chubut Province	Argentina	white
7003293382984839762	male	26.0	Ponta Grossa	Paraná	Brazil	white
-3729152531367395857	x	x	Independence	Kansas	United States	x
-8055798894869201245	female	20.0	London	England	United Kingdom	black
4370851097002207532	female	43.0	x	x	Brazil	white
-2754773164627427165	female	20.0	x	x	x	asian
-958702650692823685	x	x	Santa Bárbara D'Oeste	São Paulo	Brazil	x
-2325442338754269633	male	24.0	x	x	Brazil	black
5790113830118454512	male	38.0	Miracatu	State of São Paulo	Brazil	black
-5043425079039501109	x	x	Anoka	Minnesota	United States	x
-8914530184928109348	x	x	São Paulo	State of São Paulo	Brazil	x
1046691138499541692	female	32.0	x	x	Brazil	white
897823106478523706	female	21.0	São Paulo	State of São Paulo	Brazil	white
748636595326631552	x	x	Accra	Greater Accra Region	Ghana	x
3563636865230407838	female	26.0	x	Porto District	Portugal	latino
-5447382576655051512	male	26.0	x	x	x	black
-8590088502184210254	female	31.0	x	x	x	black
2401244990367050647	x	x	x	x	x	x
6848184507163382289	female	45.0	Palmas	State of Tocantins	Brazil	latino
-888046420702276517	female	23.0	Budapest	x	Hungary	white
-4446148180391545905	x	x	x	x	x	x
2173629064003360532	x	x	x	x	x	x
-2851638012661858730	female	57.0	x	x	x	white
-6156062175743209048	x	x	Nong Prue	Chang Wat Samut Prakan	Thailand	x
8508389841264619324	male	55.0	Porto	Porto District	Portugal	white
6013850100700994517	x	x	Gijón	Asturias	Spain	x
8301201474175031694	female	19.0	x	x	x	white
6932183380441251846	female	25.0	x	Santarém District	Portugal	white
-3690569073309012480	male	55.0	x	x	x	white
2027835792925596057	female	18.0	Hagerstown	Maryland	United States	latino
6336257433104411566	x	x	x	x	United States	x
7294363394453374958	female	21.0	Townsville	Queensland	Australia	black
-5980199869111096222	female	19.0	Santa Ana	California	United States	black
3058032363233653432	female	22.0	x	Évora District	Portugal	white
-4262440197135584832	x	x	x	x	x	x
-4976741808857180455	x	x	x	x	Angola	x
-348380068642923756	male	27.0	Olhão	Faro District	Portugal	white
-7033716145812597488	x	x	x	x	x	x
-8942532812528234843	x	x	x	x	x	x
7047669929297923469	female	22.0	Fortaleza	 Brazil	Brazil	white
7042176403140142101	x	x	x	x	x	x
-7655879068406807772	x	x	Athens	x	Greece	x
4782249025768159134	female	20.0	x	x	x	white
-991839934832681728	female	23.0	x	State of Rondônia	Brazil	asian
-6082847987463484567	male	27.0	x	x	x	latino
-8073448771291716847	female	43.0	x	x	x	white
2609008613377209081	x	x	x	x	x	x
7221873049977754901	x	x	x	Texas	United States	x
6104447264322236762	female	23.0	x	x	x	white
-117513170915757685	female	21.0	x	x	x	asian
-30988375817743975	male	64.0	x	x	x	asian
7164532685306387363	x	x	x	x	x	x
6827166827290536653	male	55.0	x	x	x	asian
-658598179188794926	female	27.0	x	Rio de Janeiro	Brazil	black
7834685827002429826	x	x	Riyadh	Riyadh Province	Saudi Arabia	x
2315794822366515450	female	22.0	Rosario	Washington	United States	black
2689656976893471903	female	22.0	x	x	x	black
-4862038294092752784	female	24.0	x	x	x	white
-2445272689183814736	x	x	x	x	x	x
-5011964172244396282	female	29.0	x	x	x	latino
-1612969889522923717	male	20.0	x	x	x	white
-8606160850461498026	male	43.0	x	x	x	black
-165994439585984083	female	21.0	Chicago	Illinois	United States	white
-438591700668241783	x	x	x	x	x	x
262920328071455155	female	23.0	São Paulo	State of São Paulo	Brazil	white
4450602180633457410	female	61.0	x	x	Brazil	black
6971858894926357366	male	25.0	Montevideo	Departamento de Montevideo	Uruguay	asian
-1851592937332854437	x	x	x	x	x	x
-4206978919717902319	female	24.0	Cairo	Cairo Governorate	Egypt	black
-3796409453227570018	female	20.0	Port Antonio	Portland Parish	Jamaica	black
4113775018510223811	x	x	x	x	Brazil	x
-6852764515776927469	x	x	x	x	Spain	x
-564033051073829515	x	x	x	x	x	x
-1773205944215082363	x	x	x	x	x	x
6417730288612613336	female	24.0	x	x	x	black
6830276471913743092	female	28.0	Maputo	Maputo	Mozambique	black
7538445830705584910	female	33.0	x	x	x	white
-876203685356277859	x	x	x	x	Brazil	x
-7375838034890408546	male	48.0	x	State of Rio Grande do Norte	Brazil	white
6582507472268976374	male	56.0	x	State of São Paulo	Brazil	black
3054712826678207729	male	33.0	Portland	Oregon	United States	black
8921418803114196724	female	25.0	Mimbaste	 France	France	white
617601910669806239	x	x	x	x	Brazil	x
-2378580160634024881	male	24.0	x	x	x	white
6120834631838857639	female	24.0	x	x	x	white
4554552045788608227	male	27.0	Porto	Porto District	Portugal	latino
3052465125957485240	female	26.0	x	x	x	white
7020900408433951794	x	x	x	x	x	x
3451610571731113375	male	35.0	x	x	x	black
7408193454826565850	x	x	New York	New York	United States	x
1447595259701123816	x	x	x	State of Rondônia	Brazil	x
-6285487398041423440	x	x	x	x	x	x
291905238130677256	x	x	Manaus	 Brazil	Brazil	x
6283623414938454624	male	32.0	Philadelphia	Pennsylvania	United States	latino
-3866901637882990250	male	23.0	Guasdualito	Apure	Venezuela	latino
-3732705930475508289	x	x	New York	New York	United States	x
6082422467301017768	male	20.0	x	State of Mato Grosso do Sul	Brazil	asian
164830920733689292	x	x	London	England	United Kingdom	x
4661836123606574500	female	19.0	x	State of São Paulo	Brazil	white
-7588612753530602251	female	21.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	white
-2600524572474080991	male	33.0	Toronto	 Ontario	Canada	white
-3465209200046675654	x	x	x	x	x	x
-4449149685763685048	male	20.0	Violet	Louisiana	United States	black
2299617703593102349	x	x	x	x	x	x
-2004640444585037593	male	27.0	x	x	Brazil	latino
8921736757212117865	x	x	Mumbai	Maharashtra	India	x
-652751754453419947	female	23.0	Odivelas	 Portugal	Portugal	white
-4538555931617177539	male	48.0	x	x	x	black
2567231770148371820	female	22.0	Carmel-by-the-Sea	California	United States	latino
324452852614648036	female	59.0	x	x	x	asian
-1030733602692301379	x	x	x	x	x	x
3934165447932826063	female	24.0	x	x	x	white
4564422150178915823	female	24.0	Philadelphia	Pennsylvania	United States	white
-3974117803889391579	x	x	x	x	Portugal	x
2679621894336974837	female	20.0	x	Rio de Janeiro	Brazil	white
-3837839223439818391	x	x	Cabo Frio	State of Rio de Janeiro	Brazil	x
7264732084900877937	female	34.0	Barquisimeto	Lara	Venezuela	white
6844941644718845203	female	27.0	x	South Carolina	United States	white
-8184690433974626135	x	x	Buenos Aires	Buenos Aires	Argentina	x
-2562880188059633260	male	21.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	white
-2480280874159226697	female	26.0	Rio de Janeiro	 Brazil	Brazil	asian
-383340032471781837	female	20.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	black
-7500785233344320072	female	20.0	Lisbon	Lisbon	Portugal	white
7120361659778827470	male	39.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	asian
7957978668544657298	x	x	x	x	x	x
-4543603474112965032	x	x	x	x	x	x
3372447617765402687	male	30.0	x	State of Rio de Janeiro	Brazil	white
325109770623472855	female	39.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	white
3196892994139047648	female	20.0	x	x	x	black
-7871755099363016334	male	30.0	Amherst	Massachusetts	United States	black
1378866847016557037	female	26.0	Caxias do Sul	 Brasil	Brazil	black
2132345676687719867	female	46.0	Porto	Porto District	Portugal	white
-2784968839075022814	female	24.0	x	x	x	black
-232731225583413563	female	21.0	Giza	Giza Governorate	Egypt	white
4119173966568864525	female	22.0	x	x	Italy	white
-6937918144166523034	female	40.0	x	Kansas	United States	latino
-6645729611978895566	male	59.0	Kansas City	Missouri	United States	white
-5991409850063240251	female	22.0	x	x	x	black
3501336174524470553	x	x	Independence	Kansas	United States	x
-6982742773624266444	female	24.0	x	x	Bulgaria	white
2134268128085125634	female	34.0	Orlando	Florida	United States	black
-8730723824231409104	female	29.0	x	x	United States	white
-3911432429625589984	male	20.0	x	x	x	white
3498704768551696489	x	x	x	x	x	x
-999731019740460455	male	31.0	Belo Horizonte	State of Minas Gerais	Brazil	asian
2501656425455200453	x	x	x	x	x	x
-1518043909484412465	x	x	x	x	x	x
892121146237382426	x	x	x	KwaZulu-Natal	South Africa	x
2738586799368571067	female	25.0	Thomasville	Pennsylvania	United States	white
-7301193235831349630	female	23.0	Lisbon	Lisbon	Portugal	white
-5085082427784691799	x	x	x	x	x	x
-5198164586245469884	male	21.0	x	São Paulo	Brazil	asian
-3626454060086494440	male	22.0	x	x	x	black
-5946461689020418384	female	26.0	x	x	x	latino
-3285469594688970190	female	29.0	x	x	x	black
7811236614172539005	female	23.0	x	x	x	asian
-934070534173718343	male	22.0	x	x	x	latino
6615087890562703904	male	35.0	x	Florida	United States	white
3458239324475716238	female	20.0	x	x	x	black
3647118917053724247	x	x	x	x	x	x
-8425045956911649126	x	x	x	x	Brazil	x
-4512658141386102189	female	27.0	x	x	x	black
3090711231081405679	female	50.0	Madrid	Comunidad de Madrid	Spain	asian
8460950599247033901	x	x	x	x	Brazil	x
-7245618418247226522	x	x	x	x	x	x
-1932203933276340288	x	x	x	x	Portugal	x
3069751568992207835	x	x	x	x	x	x
3424733349158200636	male	46.0	Sao Paulo	 Brazil	Brazil	white
-6489485542265109305	x	x	Blumenau	State of Santa Catarina	Brazil	x
9216798864519445363	female	20.0	Richmond	Virginia	United States	black
-8535475785137127660	male	21.0	x	x	x	black
-3491746399621810988	x	x	São João de Meriti	 Brasil	Brazil	x
-3182597191410686670	x	x	x	x	Brazil	x
8721241802712980474	x	x	x	Lisbon	Portugal	x
1424426533542432101	male	25.0	x	x	x	white
4648884338856245350	x	x	x	x	Switzerland	x
-6248491316979762562	x	x	x	x	x	x
3772349378400375956	x	x	x	x	x	x
-4881752824414919532	x	x	x	x	United States	x
7684524957422811112	female	69.0	x	x	Brazil	white
-5717349708433994232	male	23.0	Cali	Valle del Cauca	Colombia	latino
-833465116879498051	x	x	x	State of Paraná	Brazil	x
854408023990140555	female	22.0	x	x	x	white
4607046899682056558	x	x	x	x	x	x
-3160448026351936531	male	22.0	x	Rio de Janeiro	Brazil	latino
-2770590079247832786	female	19.0	Austin	Texas	United States	white
-234487592487160125	x	x	Rio de Janeiro	State of Rio de Janeiro	Brazil	x
-4756636030392595027	x	x	Porto	Porto District	Portugal	x
-1244645607709366469	male	33.0	x	x	x	latino
-5796091458440717358	x	x	x	x	x	x
7019047345977844842	female	20.0	x	State of Rio de Janeiro	Brazil	white
-4823793018385581423	female	25.0	x	x	x	white
872273013248896226	male	28.0	x	x	x	black
-8814616612752816117	female	53.0	x	x	Brazil	white
601146553276446353	male	20.0	Lisbon	Lisbon	Portugal	white
7208670214815708613	male	26.0	x	x	x	black
5857167723458482535	x	x	x	State of Bahia	Brazil	x
9220922892578555157	female	50.0	x	x	x	white
2597096940104678863	female	19.0	x	x	x	black
4621032284248929446	x	x	Coimbra	 Portugal	Portugal	x
8276268784060387997	female	30.0	Mission	Kansas	United States	black
-8188299663152261003	x	x	x	x	Saudi Arabia	x
-4247833011410635018	female	34.0	x	Pará	Brazil	white
-1450817901474492862	male	21.0	x	x	x	black
7414959864789712935	female	25.0	Dubai	Dubai	United Arab Emirates	white
7861727937470328658	x	x	Houston	Texas	United States	x
-709184815287013461	female	22.0	Grand Rapids	Michigan	United States	white
3043259483598518864	male	24.0	x	x	Angola	black
3780320962614952910	female	23.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	black
6616749793364177269	x	x	Pereira	Risaralda	Colombia	x
-1915409919370344347	male	22.0	Windermere	Florida	United States	latino
4243482735398613786	male	34.0	Macapá	State of Amapá	Brazil	latino
965413127116331480	x	x	x	x	x	x
4069543655742274548	x	x	x	x	Austria	x
-6153439320807764482	male	21.0	x	x	x	white
1260298698251103285	male	27.0	x	x	Brazil	white
2316468346492658394	male	32.0	Lisboa	x	Portugal	black
88755810818965662	male	21.0	x	x	x	white
6224179233556426071	x	x	x	x	x	x
4773983298467463597	female	28.0	Littleton	Massachusetts	United States	white
-6085894567558463457	x	x	x	x	x	x
957374210539080766	x	x	Chihuahua	Chihuahua	Mexico	x
-4656720832401089230	male	28.0	x	x	x	black
-6635070927867953947	x	x	x	x	Indonesia	x
-4143405365507923024	female	21.0	x	State of São Paulo	Brazil	white
-4196322629021054520	female	25.0	Cedarhurst	New York	United States	white
-5600538320467448075	male	19.0	x	x	x	white
4810177462781554426	male	53.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	latino
-1487412375732746495	x	x	x	x	x	x
-1694431320304214057	male	25.0	x	x	Brazil	latino
-7115945932450599225	female	20.0	x	x	x	white
5126150307679340556	female	22.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	white
8330060699725476692	x	x	x	x	x	x
8723241494632396537	male	22.0	x	x	Angola	black
-1285737922783645650	female	20.0	East Jakarta	Jakarta	Indonesia	asian
-2457379513577104853	female	24.0	Mexico City	Mexico City	Mexico	latino
-4847089406700263675	female	20.0	x	Paraná	Brazil	white
-3001659941587231469	female	33.0	x	State of Bahia	Brazil	white
8043894062561491640	x	x	Castelo Branco	Castelo Branco	Portugal	x
5247598149748341453	male	26.0	Barcelona	Catalonia	Spain	latino
1167082979811068073	male	29.0	Pelotas	State of Rio Grande do Sul	Brazil	white
-4982899330675298992	male	21.0	São Paulo	State of São Paulo	Brazil	white
-4837751042742435924	female	18.0	x	Federal District	Brazil	white
2050439873536915292	female	38.0	x	x	x	asian
-5425542441887882173	x	x	x	x	x	x
-3387631855190219812	x	x	x	x	x	x
16369610423289706	x	x	x	x	x	x
-4571540324727856423	male	26.0	x	x	x	asian
-3283271822701243517	x	x	x	x	x	x
-4220731125602431234	female	31.0	Brusque	State of Santa Catarina	Brazil	white
1828020546029269076	female	37.0	St Louis	 MO	United States	white
-1440018746078042193	x	x	Cincinnati	Ohio	United States	x
-2378186704393992910	female	27.0	x	x	x	black
5395324555264764879	female	23.0	x	x	x	white
-6616127393935430957	x	x	Borborema	State of São Paulo	Brazil	x
1650742618821825765	male	26.0	Jeddah	Makkah Province	Saudi Arabia	white
7402920458908270604	female	32.0	Ouro Preto	 Brasil	Brazil	black
2802502688387028472	x	x	Belo Horizonte	State of Minas Gerais	Brazil	x
-1053351486642620695	female	21.0	x	x	x	white
5832575915244494700	male	26.0	x	x	x	latino
2079765928388953665	female	23.0	x	x	x	white
-5168987628561552473	x	x	x	x	x	x
-1024256765359772870	female	27.0	x	State of Rio de Janeiro	Brazil	white
-316105355210337661	x	x	Nederland	Colorado	United States	x
3810933365882130854	female	25.0	x	x	x	latino
-3766814069530496520	x	x	x	x	x	x
8331502301031347830	male	19.0	x	x	x	asian
2217974181826436707	x	x	x	Santarém District	Portugal	x
-5185939988646240170	female	19.0	Lisbon	Lisbon	Portugal	white
2241444567507660099	female	23.0	São Paulo	State of São Paulo	Brazil	white
-2227815031225503628	x	x	Bento Gonçalves	 Rio Grande do Sul	Brazil	x
6773477375333625986	male	37.0	x	x	x	latino
2720611538375062790	male	20.0	Alcobaça	Leiria District	Portugal	white
-451839205822462258	female	25.0	x	North Carolina	United States	black
1277611470171483375	male	28.0	x	State of Rio de Janeiro	Brazil	black
-1318398615117752974	female	29.0	x	x	x	asian
-1241391228854025400	male	36.0	Curitiba	 Brazil	Brazil	white
-666141605007736751	x	x	x	x	x	x
2094473713973113455	x	x	Bento Gonçalves	 Rio Grande do Sul	Brazil	x
1781353818636681941	female	39.0	x	x	x	asian
7838507536109628490	female	19.0	x	x	x	black
-1339244582558584077	male	31.0	Flagstaff	Arizona	United States	white
-1261438888924957928	male	26.0	Lisbon	Lisbon	Portugal	latino
-79215533091259676	x	x	x	x	Brazil	x
5696021614753420126	male	35.0	x	x	x	latino
2515582190172084199	x	x	x	State of Goiás	Brazil	x
-4325988193353789157	x	x	x	x	x	x
-5856377749625219744	male	70.0	x	State of Paraná	Brazil	white
309700859692838041	female	35.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	black
4853351889268270592	male	35.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	black
-6781271168709786502	x	x	x	x	x	x
6804966737949158536	x	x	x	x	United States	x
-4496592032731144542	female	40.0	x	State of Rio Grande do Sul	Brazil	white
6675245745659357272	female	19.0	Denver	Colorado	United States	white
-3854713777233597367	female	43.0	x	x	x	black
-4330882248094331692	x	x	Fort Lauderdale	Florida	United States	x
-6279769548250522796	female	23.0	x	x	x	white
-8202834509745866553	female	24.0	x	x	x	asian
-2712003995673319876	x	x	x	x	x	x
133620135636678032	male	26.0	x	x	Portugal	white
5369849947974832465	male	29.0	x	x	x	latino
-1565925072373520670	female	33.0	x	x	x	white
-8541088334442488090	male	79.0	Friendswood	Texas	United States	white
-8229026949641489589	male	21.0	Rio de Janeiro	State of Rio de Janeiro	Brazil	latino
82862370801204047	female	25.0	x	x	x	black
