tid	uid	text	date	gender	age	city	state	country	ethnicity	label
4136575121628534586	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 36 10013 4 3814 10014	2018-9-5	x	x	x	Lesser Poland Voivodeship	1	x	0
4103950601482987023	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10015 49 89 375 206 1963 5 10016 239 7 1495	2017-4-29	1	1	Warsaw	Masovian Voivodeship	1	0	0
1500300716512636334	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10017 14 10018 387 981 2911 2912 51 10019 9 5458 89 5459 5460 65	2018-9-19	x	x	x	Lesser Poland Voivodeship	1	x	0
7524417159264657347	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 215 34 3815 17 767 10020 10021 4 10022	2018-10-10	0	0	x	x	x	0	0
-8291977053559462123	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 17 506 10023 10024 636 111 3816 7 8 32 10 1964 388 8 1496 340 5461	2016-1-28	1	1	x	x	x	1	0
-4126653974837765372	6803181416508891510	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 10025 22 168 308 7 8 1087 898 18 18 18	2018-4-25	0	0	x	x	x	0	0
8659924563501300261	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3817 3818 3817 3818 3817 3818 18	2018-9-29	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-7327024953910023823	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 718 2913 3819 899 8 719	2017-10-1	x	x	x	Lesser Poland Voivodeship	1	x	0
-8804836436575370647	6803181416508891510	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 30 3 10026 103 8 32 10027 4 665 249 3820	2018-11-14	0	0	x	x	x	0	1
-6530738616608725624	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 58 5462 507 5 2340 5 5463 2341	2018-8-11	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-8117243989744149909	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 30 3 92 6 822 229 8 982 10028 19 768 397 135 10029	2018-5-17	0	0	x	x	x	0	0
713683725111414039	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 29 1201 10 1965 136 4 454 39 10 36 7 10030 983 8 10031	2017-7-25	1	1	x	x	x	1	0
-3727081426439968103	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3821 1340 35 1966 637	2018-10-8	1	1	x	x	x	0	0
5457271542241818323	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10032 10033 10034 6 89 66 37 1967 10035 823 4 824 288 30 6 4 218 361	2018-6-16	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-8204492945758015255	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10036 5 200 21 2 1497 90	2016-2-14	1	1	x	x	x	1	0
-6714340153425318273	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 15 36 4 211 3822 14 2914 10 111 74 414 25 2 5464 3 162 74 3823 6 142 22 10037	2016-7-4	1	1	x	x	x	1	0
-1358609601248318492	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 900 984 17 195 3 13 21 41 5 638 2915 6 2 58 28 985	2018-8-5	1	1	x	x	x	0	0
8005868622493487446	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 2916 212 2 13 37 40	2018-10-19	1	1	x	x	x	0	0
8005868622493487446	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 2916 212 2 13 37 40	2018-10-19	1	1	x	x	x	0	0
-5921487079790822071	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2917 10038 1088 10039 7 901	2018-8-4	0	x	x	x	x	x	0
1272387532746259109	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 10040 10041 10042 902 3824	2017-5-22	1	1	Warsaw	Masovian Voivodeship	1	0	0
9061420539016502368	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 25 58 33 7 2 5465 72	2018-10-11	1	1	x	x	x	0	0
4038128502033304556	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 15 3 4 986 5466 45 2 2342	2018-2-3	1	1	Warsaw	Masovian Voivodeship	1	0	0
9173086783982648947	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10043 35 185 2 240 1202 12 5 432 3825 52 1089 9 2 289	2018-7-5	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-2955925581519630510	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2343 639 4 3826 16 825 720 598 10044 9 323 7 2918	2018-10-30	0	0	x	x	x	0	0
4563392049647572028	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2919 666 1700 5 2344 5 2345 21 7 5467 2920 10045	2017-5-8	1	1	x	x	x	1	0
6394519077684854715	6803181416508891510	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 26 826 599 1498 10046 20 2346 10047 75 2921 28 27 3827 1701	2018-4-22	0	0	x	x	x	0	1
410559874587489322	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 362 105 5468 23 277 102 250 579 349 43 640 7 25 14 5469 2922 5470 2923 24 1968 482	2018-8-25	1	1	x	x	x	0	0
410559874587489322	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 362 105 5468 23 277 102 250 579 349 43 640 7 25 14 5469 2922 5470 2923 24 1968 482	2018-8-25	1	1	x	x	x	0	0
508496243278581665	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10048 10049 10050 363 2924 5471 60	2018-3-29	0	x	x	x	x	x	0
2007556694753917112	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1203 827 827 135 332 9 42 119 10051	2018-9-19	0	x	x	x	x	x	0
-6398896444719803155	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 12 987 3 82 10052 16 2 988 5472 10 184 145 86 2347	2018-8-29	0	0	x	x	x	0	1
-4210689747187725621	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 113 14 10053 10054 1969 8 2925 10055	2018-9-12	x	x	x	Lesser Poland Voivodeship	1	x	0
4090375252454934977	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 59 1499 600 34 10056 483 8 39 90	2018-7-14	1	1	x	x	x	1	0
4377194385712805298	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1500 2348 3 333 341 87 667 5473 484 1501 6 51 76 1970 6 1971	2018-5-19	0	x	x	x	x	x	0
6298145826097352097	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2349 67 2350 10 10057	2018-10-5	1	1	x	x	x	0	0
-6633062470936273968	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 2926 5474 1204 89 903 6 5475 1972 989 2351 5476 26 179 2927	2018-5-3	0	0	x	x	x	0	0
-6633062470936273968	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 2926 5474 1204 89 903 6 5475 1972 989 2351 5476 26 179 2927	2018-5-3	0	0	x	x	x	0	0
-7465992972689200123	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 186 21 13 10058 6 5477	2017-2-17	1	1	x	x	x	1	0
3845587129999820943	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 17 98 1502 5478 5479 2352	2018-6-2	0	x	x	x	x	x	0
-4752644541440610198	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 185 2 10059 207 5480 12 1	2018-5-28	0	x	x	x	x	x	1
-6141585239650399033	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 161 19 81 2 5481 12 1503 5482 5483	2018-9-2	1	1	x	x	x	0	0
-740293882053342317	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 120 508 2 91 10060 10061 10062 10063	2018-5-11	0	0	x	x	x	0	0
2977966676270427483	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 9 1973 16 1203 641 376 20 3828 69 1504	2018-5-3	0	x	x	x	x	x	0
-8793380491399310910	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1702 38 23 2928 2353 27 552 35 7 10 13 136 1703 100 2929	2018-7-26	0	0	x	x	x	0	0
4122067236913351695	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 135 6 3829 135 2354 3 114 100 10064	2018-6-22	0	x	x	x	x	x	0
813167765120330534	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 904 324 2 3830 17 1704 70	2018-8-29	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-1606722507173890124	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 148 668 5 255 3831 1090 20 5484 1341 10065 1205 1205 1205 3832 1205 1205 1205 1205 3832 1205	2018-5-1	0	x	x	x	x	x	0
2215004529685323119	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 105 1974 10066 10067 28 10068 8 769 1705 2 150 1086	2016-6-25	1	1	x	x	x	1	0
-6828739095738755075	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3833 2355 4 342 5485 990	2018-10-12	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
8521450569125352970	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 22 10069 5486 10070 10071 10 3 36 51 10072	2018-5-28	0	x	x	x	x	x	0
-8512357656132240984	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 32 297 251 8 5487 641 2930 6 66 1975 10073 114 1505 580 2931 4 1506	2017-2-7	1	1	x	x	x	1	0
-3780319036665367366	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 10074 10075 150 10076 10077 828	2016-5-29	1	1	x	x	x	1	0
-8831729379978176460	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 75 268 154 46 1206 8 10078	2018-10-1	1	1	x	x	x	0	0
3896439302322080318	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 3 101 10079 4 195 194	2016-5-14	1	1	x	x	x	1	0
3318899832239412209	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 9 29 41 10080 12 7 10081 14 364 3834	2016-11-29	1	1	x	x	x	1	0
-8514423263818395667	6803181416508891510	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 154 642 485 10082 53 23 3 231 9 323 10083 7 10084 10085	2018-10-21	0	0	x	x	x	0	0
4140029442350277153	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 4 112 991 3835 5488 5489 2 23 1342 28 186 1706 28 10086 1507 155 164	2018-6-21	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-1047502915168973723	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 181 3836 38 128 1343 298	2018-8-10	0	x	x	x	x	x	0
6320133632280813539	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10087 25 265 389 24	2018-10-7	1	1	x	x	x	1	0
7523701532233909961	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 99 10088 7 10089 10090 172 28 34 2356	2018-3-6	x	x	x	Lesser Poland Voivodeship	1	x	0
1141596983782393473	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 9 16 34 12 1340 185 10091	2018-4-5	x	x	x	Lesser Poland Voivodeship	1	x	0
-8633439626466864964	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 32 4 601 38 1508 2932 6 905	2018-5-26	0	0	x	x	x	0	0
-239639059102706441	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 1509 8 3837 10092 34 770 17 1091 10093 10094 14 721 63 1510 829 244	2018-7-25	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-6433028750219140367	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 19 7 2933 8 334 5490 24 906 985	2018-8-3	1	1	x	x	x	0	0
-2500302107218699891	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 10095 10096 9 992 10097 28 3838 207	2016-6-25	1	1	x	x	x	1	0
-2073877736321559374	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1092 830 59 137 10098	2018-3-29	0	x	x	x	x	x	0
5330645502014730915	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 78 79 31 1344 72	2018-11-6	1	1	x	x	x	0	0
1651900633236116785	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 105 1976 3 1207 3839	2018-8-17	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
4316009330602139358	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 5491 10099 10100 5492 5493 10101 4 211	2018-8-23	0	x	x	x	x	x	0
2921139121456959739	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 45 643 1345 2 2934 4 90 2357 2358 2 2935 5494 5495 5496 5497 5498 51 66 50	2017-1-1	1	1	x	x	x	1	0
2921139121456959739	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 45 643 1345 2 2934 4 90 2357 2358 2 2935 5494 5495 5496 5497 5498 51 66 50	2017-1-1	1	1	x	x	x	1	0
5616833488655081686	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 30 103 278 10 5 5499	2018-9-13	0	x	x	x	x	x	0
-2807024244337299126	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 19 3 84 993 829	2018-6-20	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
5593659546816405352	-7469292299329137016	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 1 1 1702 57 7 3840 255 722 6 255 1093 602 136 5500 2936 2 831 415	2018-11-17	x	x	x	x	x	x	0
5593659546816405352	-7469292299329137016	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 1 1 1702 57 7 3840 255 722 6 255 1093 602 136 5500 2936 2 831 415	2018-11-17	x	x	x	x	x	x	0
3312523855550955692	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 80 29 159 771	2017-8-8	1	1	Warsaw	Masovian Voivodeship	1	0	0
-2384922806830663171	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 10102 119 10103 6 666 48 5 5501 532 6 229 10104	2016-11-21	1	1	x	x	x	1	0
-4027944949088821408	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 99 3841 14 5502 115 10105 70	2018-7-31	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-4828760067414528210	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 2 58 3842 5 10106	2018-6-28	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
1532551773130652979	4756326747970055695	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 8 10107 2 3843 27 832 3844 9 88 1 994 1977	2018-10-25	0	0	x	x	x	0	0
-7943694249261593866	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 340 38 106 22 269 2359 113 7 10108 104 5503 10109 26	2017-3-16	1	1	Warsaw	Masovian Voivodeship	1	0	0
8271796050025619588	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 15 8 10110 334 1094 10111 10112 133 644 5504 76 995	2017-1-7	1	1	x	x	x	1	0
-8101786074896933415	4149308855696923796	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 309 7 1707 33 996 10113 21 4 230 1978 279 996 907 57 553 1095 10114	2017-9-21	x	x	x	Lesser Poland Voivodeship	1	x	0
-7655564013510540559	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 10115 5505 35 416 10116 8 10117 133 310 14 634 3845 10118 2 173 16 469 645	2018-9-3	1	1	x	x	x	0	0
5664060908819044996	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5506 231 14 1 1208 3846 116 10119 10120	2017-2-14	1	1	x	x	x	1	0
-7182915559720420328	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 179 4 365 10121 5507 6 1209 9 2937 70	2018-8-3	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-4298399055821150178	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1096 81 71 772 10122	2018-6-24	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-7758658089573997000	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 5508 10123 4 5509 10124 232	2018-6-26	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-4243141583098032960	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 433 182 151 10125 55 75 152 75 1 581 3847 6 833 4 1346 1347 2938 5510	2018-9-1	0	x	x	x	x	x	0
1595907861195341481	-8305065055084640059	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 17 554 10 120 25 2 2939 40 27 35	2018-3-1	1	1	Warsaw	Masovian Voivodeship	1	0	0
-5327881205093894086	-1891029395597084473	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 5 986 1511 2940 10126 38 3 555	2018-8-22	0	1	Bialystok	Podlaskie Voivodeship	1	0	0
-7388214327188383324	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 582 4 297 36 201 4 3848 398 1097 85 45 56 3849	2015-8-22	1	1	x	x	x	1	0
-5880413438421857264	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 172 28 723 13 75 3850 21 131 19 3 1210 72	2018-11-6	1	1	x	x	x	0	0
-3647173888262926605	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 377 14 1979 377 45 149 10127 10128	2018-3-29	0	x	x	x	x	x	1
5429141192921455612	6803181416508891510	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2941 6 121 35 120 2 174 10 5511 3 148 10129 2942 118 5512 901	2018-6-19	0	0	x	x	x	0	0
5066582287526432727	1483962902744798158	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 31 2360 187 908 1211 10130 3851 4 997 10131 10132 33 10133 2943	2018-8-24	0	x	x	x	x	x	0
-4307844298011781028	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 5 390 533 3852 154 1980 10 1098 8 3853 3854 146 3855 8 122 5 132	2016-7-18	1	1	x	x	x	1	0
-4307844298011781028	-6883528428632957456	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 5 390 533 3852 154 1980 10 1098 8 3853 3854 146 3855 8 122 5 132	2016-7-18	1	1	x	x	x	1	0
626832022030820026	-853612404174922601	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 11 1 1 121 45 3856 5513 6 5 3857 3858 509 2361	2018-9-12	1	1	x	x	x	0	0
