uid	gender	age	city	state	country	ethnicity
-5216087398035689099	x	x	Sydney	New South Wales	0	x
9132987731943008655	1	1	Moreno Valley	California	1	1
-4366714422429803190	x	x	x	x	x	x
3042810398180286233	0	0	x	x	x	0
3557964708151585547	0	1	Reno	Nevada	1	0
-863116881232339371	1	1	Elizabeth	New Jersey	1	1
-419538090926599259	x	x	x	England	0	x
-1581963362374979306	0	0	Karachi	Sindh	0	1
-7347159115820824931	x	x	x	x	x	x
7064766409152428310	1	1	Melbourne	Victoria	0	0
-2588768561414340650	x	x	Nowergup	Western Australia	0	x
-4352921753022926699	x	x	x	x	x	x
2439425150261796691	1	0	x	North Carolina	1	0
-1492329595673435676	x	x	x	x	x	x
-5633384072800766399	x	x	x	x	x	x
-6945404973690336068	x	x	Oxford	Mississippi	1	x
4328361109796420901	x	x	Exeter	England	0	x
7876938311110871197	x	x	x	x	x	x
-3059125404333304539	x	x	x	California	1	x
1488745744778467191	1	1	x	x	x	0
-8781629499233381330	0	1	Monroe	Louisiana	1	1
-229373428436892948	1	0	x	x	x	0
-3053338310944662053	0	0	x	Georgia	1	0
-2503719439601323048	1	1	Columbia	Maryland	1	1
4473800035416108458	x	x	x	x	0	x
-7663668799902627894	1	1	Augusta	Georgia	1	1
-7601526048267982680	x	x	Buenos Aires	Buenos Aires	0	x
8242145383804822559	0	x	Granbury	Texas	1	1
9120769363901154725	0	1	Kochi	Kerala	0	1
-4328629216941998984	1	1	x	England	0	0
-3329321669754024500	x	x	Gold Coast	Queensland	0	x
-4964535964522587499	0	1	Eshowe	KwaZulu-Natal	0	1
-6429858567939407847	1	0	Sacramento	California	1	0
-3839390379793073615	1	1	Dallas	Texas	1	0
-6831137454999734737	1	0	Melbourne	Victoria	0	0
4285256233037542047	x	x	x	x	x	x
-5773974259535998448	0	0	Midland	Michigan	1	0
632482198051940958	x	x	Charlotte	North Carolina	1	x
-8469835349877350822	0	1	x	Delhi	0	1
-7278646292989792179	0	0	x	x	x	0
-6566916458140128075	0	0	x	England	0	0
-7160004143961871340	x	x	x	x	x	x
-6705265281539750138	0	0	Independence	Kansas	1	0
1144501742040021392	x	x	x	x	0	x
-6816772607533180535	1	1	Los Angeles	California	1	1
-8151163246181652887	x	x	x	x	x	x
-525200403330239347	1	0	Brighton	England	0	0
-6799136087417831201	0	1	x	x	x	0
583052966368937494	0	0	College Park	MD	1	0
-2293180168487378857	1	0	Independence	Kansas	1	0
6673085586046328360	x	x	x	x	x	x
-7794769932334653223	x	x	x	x	x	x
6071794008087805395	x	x	x	x	x	x
6255548494606564540	1	0	x	x	x	1
-4861274956098582383	0	0	Toronto	Ontario	0	0
6202938649311696493	1	0	London	England	0	0
-4850478676930591041	0	0	x	x	0	1
-5164864658586541298	x	x	x	Scotland	0	x
-4646928501427658353	0	0	Chicago	Illinois	1	1
-235129901594392815	x	x	x	x	x	x
-2325495694338579278	1	x	Houston	Texas	1	1
5366046857554051214	0	0	x	x	x	1
6922312204987157954	1	1	Denver	Colorado	1	1
4195364476103607883	1	0	Weston-super-Mare	England	0	1
8667530368079408227	1	1	x	x	x	1
-8287525684530117085	1	0	x	x	x	0
-3107156518869831739	0	0	London	England	0	0
4966456990263544267	x	x	Llanfairpwllgwyngyll	Wales	0	x
2443952417343591774	1	1	A Coruña	Galicia	0	0
4526100781732701493	x	x	Northfield	MN	1	x
5022466931143779728	x	x	x	x	x	x
-7769212110706203817	0	1	x	x	0	1
-3374157538715527064	0	0	Boston	Massachusetts	1	0
1218650195861410185	x	x	x	x	x	x
85649163557238453	0	0	Charlottesville	Virginia	1	0
-1129506506961577948	0	1	Los Angeles	California	1	0
-3942023662230386619	0	0	Austin	Texas	1	1
5615262715867491657	1	0	Philadelphia	Pennsylvania	1	1
3179696188302313343	x	x	Grahamstown	Eastern Cape	0	x
2439382767451942295	1	1	x	Kansas	1	0
-6478742465769510616	x	x	Hampton	Virginia	1	x
4334051720796221059	x	x	Bhubaneswar	Odisha	0	x
-1163304896366686308	0	1	Maun	North-West District	0	1
-2924320751394998955	0	0	Dunwich	Queensland	0	0
-1966923046266953438	x	x	Los Angeles	California	1	x
-6076191078269672002	x	x	x	x	x	x
3471105446415217666	x	x	x	x	x	x
-2551624331392638614	0	0	Cheras	Selangor	0	1
-1926586222235840521	x	x	x	x	1	x
-5128013636041579123	0	0	x	x	x	0
8661572193673428200	x	x	x	x	0	x
4931468673173582987	0	0	Fort Worth	Texas	1	0
-6498444244574691111	0	0	x	x	x	0
-337821472079186353	0	1	x	x	x	0
3910256191862814835	x	x	Pilot Point	Texas	1	x
-6855623946006895944	x	x	Wigan	England	0	x
-3300508983516209734	0	0	x	x	x	1
-1045862417618038811	x	x	x	x	x	x
-3800533052205444148	0	x	Detroit	Michigan	1	0
-2768498669574590609	x	x	x	x	x	x
-4883082361684201361	1	1	Kotzebue	Alaska	1	1
-2588684103365156390	1	1	Boca Raton	Florida	1	1
2109432224925763462	x	x	x	x	x	x
-6668316118343736325	1	1	x	New York	1	1
7307801412462690137	x	x	x	x	1	x
6622332418889253765	x	x	x	x	x	x
9022939970189835911	0	0	New York	New York	1	1
-1575121504518235236	x	x	Fukushima	Fukushima	0	x
-8378760594073941178	x	x	x	x	x	x
-4453623872404421569	x	x	x	x	x	x
2585395586190422153	0	1	Auburn	California	1	0
-200151008555540943	0	0	x	England	0	1
-1881308362326034657	0	0	San Diego	California	1	0
2490946981310950222	1	1	Melbourne	Victoria	0	0
3637403682511153820	x	x	x	x	x	x
6025053694549985889	1	1	x	x	x	0
-4598630999429647125	1	1	x	x	x	0
-4171320838988286590	0	x	Lahaina	Hawaii	1	1
-1644630942085645645	0	x	Hillsboro	KS	1	0
7399452079121903054	x	x	Northville	New York	1	x
-7074220846913653867	0	0	x	x	x	1
-771446166778210505	0	1	x	x	x	1
-2980481053242373040	1	1	x	x	x	0
5975286849862144923	1	1	x	x	x	0
-8380572388948303053	0	0	x	x	x	1
5350026435496966177	x	x	x	x	x	x
-9221767220136109687	x	x	x	x	0	x
-5013974677775462900	x	x	x	England	0	x
97677083846713681	1	0	Belleville	Illinois	1	0
-1878911331521718949	0	1	Perth	Western Australia	0	0
8325036502162953890	1	0	x	x	0	1
1870755405162877447	1	0	x	England	0	0
1085869028337701964	0	1	x	x	0	0
6737197770082215964	x	x	Chicago	Illinois	1	x
259364475855417351	1	1	Tulsa	Oklahoma	1	1
-1407288034309756956	1	0	x	x	x	0
-2858060448734345413	0	0	x	x	x	1
-1295884395923337049	1	1	x	x	x	1
-6979496854889424454	0	1	Makati	Metro Manila	0	1
-3889371664711422200	1	1	x	x	x	1
-3625032206367920045	1	0	x	x	x	1
-432059355293296697	1	0	Glasgow	Scotland	0	0
-2945444408761046659	1	0	Syracuse	New York	1	0
2818657448390642962	x	x	x	x	x	x
-9052687618225675635	0	0	Anaheim	California	1	1
292189939982533947	x	x	x	x	x	x
-221854572747690571	x	x	x	x	1	x
3229809215259180113	1	0	Sacramento	California	1	0
6469171200985574718	x	x	x	x	x	x
1996400838292240683	x	x	x	x	0	x
-1316410812708319548	x	x	Manila	Metro Manila	0	x
2658412199554753756	0	0	x	Kentucky	1	0
-144327582813937838	x	x	Gary	Indiana	1	x
8859276775480817134	1	1	x	England	0	0
-4409400054338278404	1	1	x	Nevada	1	1
-3326143763755246656	0	x	Minnetonka	Minnesota	1	0
4561238580126420768	x	x	x	x	x	x
602055059846736338	x	x	Aden	'Adan Governorate	0	x
-2462589580091596653	x	x	Plano	Texas	1	x
-7814688720046328413	0	x	South Salt Lake	Utah	1	1
-349798480116933240	1	1	x	State of São Paulo	0	1
3943269878341221030	0	x	x	Illinois	1	0
-7393119969561245767	0	0	x	x	x	1
7189615977265901790	1	0	x	x	x	0
1135886212628610657	0	0	x	x	1	0
-5475306040964584688	x	x	x	x	x	x
-3163369365794888996	x	x	Toronto	Ontario	0	x
5179463689541760800	x	x	x	x	x	x
-3316346735512886826	x	x	x	x	0	x
8658280508622463722	0	0	x	x	x	1
-8360765884937504927	0	0	Wagoner	Oklahoma	1	0
-6835212720956746113	x	x	x	x	x	x
4834446547096735964	0	0	Panama City	Florida	1	0
3572044861333858212	1	0	x	Arizona	1	1
-8112509477814350551	0	0	Melbourne	Victoria	0	1
-6104321425897120433	x	x	x	x	x	x
25565281032682749	x	x	x	x	1	x
-7142622896995993469	0	1	x	Florida	1	1
-4205629878311292834	1	1	x	x	x	1
-8921210314445858698	0	0	Calgary	Alberta	0	1
966223846676885682	1	x	x	x	1	0
598921362719563028	1	0	Alma	Michigan	1	1
5091725692091478540	1	1	Chester	England	0	0
-4932053618507272773	0	0	Tulsa	Oklahoma	1	1
-3206542815968104147	x	x	x	x	x	x
7884701109508172689	1	1	Cádiz	Andalusia	0	0
-5675286231702110758	1	0	Worcester	Massachusetts	1	1
-6794153513884566569	1	x	x	Nevada	1	0
-2507185641068864594	1	1	x	x	x	1
3828383693660998989	x	x	New York	New York	1	x
-7478270676165543809	x	x	x	x	x	x
8256251483870853367	x	x	x	x	x	x
7143239543230752433	x	x	x	England	0	x
9020988827113564622	0	0	North Huntingdon	Pennsylvania	1	0
-1952920122362403050	x	x	x	x	x	x
9081262107940550743	x	x	Paris	Île-de-France	0	x
3780621262844688356	0	0	x	x	x	1
5123601308710334248	x	x	x	Massachusetts	1	x
5122413490346967325	x	x	Melbourne	Victoria	0	x
-4035084300997572748	x	x	Tweed Heads	New South Wales	0	x
-7063354568947086789	x	x	x	x	x	x
-3244634975206176815	0	0	St. Louis	Missouri	1	1
4507073713016409335	x	x	x	x	x	x
2405080900480244982	x	x	x	x	x	x
5569490095691625544	1	1	x	x	x	0
1909752091762101770	x	x	x	x	x	x
8095155799559906772	1	x	x	Pennsylvania	1	0
-7227503008155346127	x	x	x	x	x	x
7465667459281100643	1	0	Sydney	New South Wales	0	0
4489189926940935261	x	x	Jerusalem	Jerusalem District	0	x
-3056195081396468191	x	x	x	x	x	x
-989562867229393703	x	x	Dublin	County Dublin	0	x
3964422438203784735	0	0	New Kensington	Pennsylvania	1	0
-9025384426978094124	x	x	Houston	Texas	1	x
707331707914725861	0	1	Wright City	Missouri	1	1
7190346325174489220	1	1	x	x	1	0
-1404231154983164144	x	x	x	x	1	x
-3262527941330635963	x	x	x	x	x	x
-2421735384084946951	x	x	x	x	x	x
-5304926375909147196	0	x	x	x	1	1
3566577613737500083	x	x	x	x	0	x
6792898576773071409	1	1	x	x	x	1
681004853901544951	1	0	x	Hawaii	1	0
3481507513574329319	1	1	Adelaide	South Australia	0	0
-1186335472579088267	1	1	x	x	x	0
-1087305744749810411	x	x	x	x	x	x
-5778978755798668630	x	x	Srinagar	x	x	x
-8954797487897999267	1	1	Tampa	Florida	1	0
2523505495252873850	x	x	x	x	x	x
5711833716069431923	1	1	x	x	x	0
8984581681693773014	x	x	x	California	1	x
-1088678868145978749	1	1	x	x	x	1
-1321471146780240552	1	1	Chicago	Illinois	1	1
-6909660078362062584	1	1	x	x	x	1
352535898540376042	0	1	Muskogee	Oklahoma	1	1
8165161711315659411	x	x	Manchester	New Hampshire	1	x
-7468931527848183777	0	0	x	x	0	1
3562843570864931560	1	1	x	England	0	0
8302907385862873014	x	x	x	x	x	x
8031011000502511765	x	x	x	x	0	x
-1255562760697009385	1	1	x	Virginia	1	0
7942006743523767428	0	1	x	x	x	1
-7344514957486788799	x	x	San Bernardino	California	1	x
1888479909355484201	1	1	Cedar Falls	Iowa	1	0
-2434306993958546445	0	0	x	x	x	0
5051542712830035977	0	0	x	x	x	0
-6936221064630728417	1	0	Galway	Ireland	0	0
-7239302984811455163	0	0	Kitchener	Ontario	0	0
-7313201418177042750	1	0	Annan	Scotland	0	0
-1674728252324327492	x	x	x	x	x	x
-2172764979975754150	x	x	Houston	Texas	1	x
6916957895079950870	0	0	Gold Coast	Queensland	0	0
8487256381824731024	x	x	Detroit	Michigan	1	x
-9138228036270601861	x	x	Sarnia	Ontario	0	x
6221585169562899963	x	x	x	Federal Capital Territory	0	x
7363577129306302028	1	0	x	x	1	1
-3387461406229107103	x	x	Quezon City	Metro Manila	0	x
-8123818068431028737	x	x	x	x	x	x
-9075252712549203085	x	x	Hollywood	Florida	1	x
6266502684840482127	x	x	x	England	0	x
-7408203417645720233	x	x	x	x	1	x
1210657016131275986	x	x	x	x	x	x
3347394701623702423	0	0	Washington	District of Columbia	1	1
-8910564859764989880	0	1	Atlanta	Georgia	1	1
2415627415756724367	x	x	Glenfield	England	0	x
1477034327779413104	1	1	Dover	Delaware	1	0
-2316560050150681630	1	1	Sydney	New South Wales	0	0
6817219237104801262	x	x	London	England	0	x
5262222771425373991	0	1	Cork	County Cork	0	0
9016193627138376551	x	x	x	Queensland	0	x
-443712433224671654	1	1	x	x	x	1
-9060313244014852387	0	x	Springfield	Massachusetts	1	0
-7277843531743569431	0	0	Independence	Kansas	1	0
-7244146525841701761	x	x	Troon	Scotland	0	x
-7286932314330458032	1	0	Houston	Texas	1	0
-2112554429982190616	x	x	x	x	x	x
4669838169960190775	x	x	x	x	x	x
-1832842875423236209	x	x	Hamilton	Ontario	0	x
-7241709889621527739	1	1	San Francisco	California	1	1
-7449856558962686147	x	x	x	x	0	x
4567840137618718168	x	x	x	x	x	x
-4162239182960242663	x	x	York	England	0	x
983246404338943401	x	x	Jos	Plateau	0	x
-8564608327083019161	0	0	x	x	x	1
-3671625934253305013	0	1	x	Oregon	1	0
8876584924418721662	x	x	x	x	x	x
-4859743726108231278	x	x	London	England	0	x
-6280294009413804437	1	0	x	x	1	0
4169259633923424489	0	1	x	Seoul	0	1
4930474151513813745	1	1	Melbourne	Victoria	0	0
-3290352784766326128	0	1	Parkway-South Sacramento	California	1	1
6733003265890015036	1	0	Leicester	England	0	0
-3626506133065242517	x	x	x	x	x	x
-4082857949426898303	x	x	Houston	Texas	1	x
-7738231450580615386	0	0	Gaffney	SC	1	0
4719911209359880570	x	x	x	x	x	x
4814933861386593951	1	0	San Diego	California	1	0
7281052860415960346	x	x	x	x	x	x
-2359618812881076208	0	1	East Brady	Pennsylvania	1	0
-1607008729303966550	0	0	Pueblo	Colorado	1	1
6580762581760757342	0	0	x	x	0	0
2422060572098100338	0	1	x	x	x	1
-4329869021581482140	0	0	x	x	x	0
-3700560499352893667	1	0	x	x	x	0
2418184125128570424	x	x	Natick	Massachusetts	1	x
2532262348556216230	x	x	x	England	0	x
-9207730314803494327	x	x	x	x	0	x
328686162507095157	1	1	x	x	x	1
6292484521070273515	0	1	x	x	x	1
7095437540084042747	1	1	Atlanta	Georgia	1	1
8332730045698131629	0	0	Jackson	Mississippi	1	1
-4622738784221920845	1	x	Jacksonville	Florida	1	1
-818153001671515377	1	1	x	New York	1	0
-5202888370493834552	0	0	x	x	x	0
-9028986778462912181	x	x	x	x	0	x
1044729305116115307	x	x	x	x	x	x
5109709141081931103	1	1	x	x	x	1
7151956765755195860	1	1	Adelaide	South Australia	0	0
3774130068213063643	0	1	Rockville	Maryland	1	1
3836734364570044388	x	x	x	x	x	x
8620223287668572794	x	x	Newnan	Georgia	1	x
-7430685621094291641	0	0	x	x	x	0
-8746407286716922697	0	1	Riviera Beach	Florida	1	1
2873326431054382166	x	x	x	x	x	x
1140509476676183097	1	1	Dania Beach	Florida	1	1
-7773374843520949387	1	1	x	x	x	0
704097283867076502	x	x	New York	New York	1	x
5188572280891848342	x	x	x	x	0	x
6294198399746069364	x	x	x	x	0	x
-584556223905949432	x	x	Merrillville	Indiana	1	x
1048490387448193791	0	0	Staten Island	New York	1	0
4834243480904408638	0	0	Los Angeles	California	1	1
3823431130628529829	x	x	New York	New York	1	x
-604744600622403544	0	1	McDonough	Georgia	1	0
-8478149292807224152	0	1	Tulsa	Oklahoma	1	1
-3068513093248675091	1	1	Houston	Texas	1	0
4787766497739598206	1	1	Los Angeles	California	1	0
5231972609859301812	1	1	Dallas	Texas	1	1
-1113024998191735619	1	1	Perth	Western Australia	0	0
-5420306636947769043	0	0	x	x	x	0
-9137403068226700748	1	1	x	x	x	0
5195238988628250037	1	1	x	Tokyo	0	1
6177891508232111690	0	0	Los Angeles	California	1	0
4727049865314482037	x	x	London	England	0	x
-5096376092163774507	1	1	x	x	x	0
-454734355463822376	0	1	Harrisburg	Pennsylvania	1	0
6412384855253306106	x	x	x	x	0	x
-7269093372283854422	x	x	Meiners Oaks	California	1	x
-4528435295193233702	0	0	Baltimore	Maryland	1	1
6471194143023020759	1	0	Louth	England	0	0
-593741192604828014	x	x	x	x	x	x
7838075866283007879	1	0	x	x	x	0
663287628547792580	0	0	Gulf Shores	Alabama	1	1
-7221027823098140879	0	0	x	New South Wales	0	1
-4537209036377156479	0	1	x	x	x	0
3673513216160350080	1	1	x	x	x	0
3718714368028314761	x	x	x	x	x	x
-3372270665077615819	0	0	Melbourne	Victoria	0	1
-4210194128177016178	1	1	x	Wales	0	0
4673611512396249705	1	x	x	x	1	0
1903225893496411401	0	1	x	England	0	0
-4056533350206182612	x	x	Johannesburg	Gauteng	0	x
3115332177974545215	0	0	Glasgow	Scotland	0	1
844169111232737632	x	x	x	x	0	x
-5600426064124671503	x	x	San Diego	California	1	x
-3885723492110205438	1	1	x	New Brunswick	0	1
1980604594902093200	x	x	x	x	x	x
-3073597909318944361	0	0	x	x	x	1
6841146537711836419	1	1	x	x	x	0
1654908463094166635	x	x	x	x	x	x
7911863195729562919	0	0	x	x	x	1
2683059247016059054	0	0	Uddingston	Scotland	0	1
-2854226567705127762	x	x	Vancouver	British Columbia	0	x
6796303205953555068	x	x	New York	New York	1	x
1793783868114556476	0	1	National Capital Region	Philippines	0	1
7588583664337246692	x	x	x	x	x	x
323008289595156485	x	x	x	x	0	x
6472646980901085403	x	x	Washington	District of Columbia	1	x
-518504979841926252	x	x	x	California	1	x
-4181043911590105713	0	0	Milwaukee	Wisconsin	1	x
-86978849464897823	0	0	x	x	1	0
2591742342084947325	x	x	London	England	0	x
-9152552929341768165	x	x	New Delhi	Delhi	0	x
5848264940332784284	1	0	x	x	x	0
-6529144117576423504	x	x	x	x	x	x
843776368025025449	1	1	x	x	1	1
7578898014797558080	0	0	x	x	x	1
-892982925432957764	x	x	x	x	0	x
-3183526255808256108	x	x	x	x	x	x
1164385519283193202	x	x	x	x	x	x
-7264295391598895469	1	0	Adelaide	South Australia	0	0
6602712451596043471	1	0	Las Vegas	Nevada	1	0
-595536143602194537	x	x	x	x	x	x
6075439206878614026	x	x	x	England	0	x
3662745687559548000	0	1	Winnipeg	Manitoba	0	1
2232646626796147711	x	x	x	x	x	x
-7409809716521511106	0	0	Independence	Kansas	1	0
8780809882450948544	x	x	x	x	x	x
-8853729454885799370	1	1	New York	New York	1	1
-3285652572511132451	x	x	Salt Lake City	Utah	1	x
2877983332737552030	0	1	Boulder	Colorado	1	0
-4057114658746879818	1	1	x	x	x	0
-3770831878575012850	x	x	Belfast	Northern Ireland	0	x
634989384976420553	1	1	Washington	District of Columbia	1	1
6877307609524734162	0	0	x	Connecticut	1	0
8994940670239726790	x	x	x	x	x	x
-1031529194389071436	1	1	Stockton	California	1	1
-5277218676804227419	1	x	Houston	Texas	1	0
-4463786855664199396	0	0	Cache	Oklahoma	1	0
267077325082608271	x	x	Lagos	Lagos	0	x
-3855456407984232192	0	0	El Paso	Texas	1	1
3230526707552057360	0	0	Bentonville	Arkansas	1	1
8659688664143287014	0	0	New York	New York	1	0
3961676784194836331	1	0	St. Louis	Missouri	1	1
-1568466720206694333	x	x	x	x	x	x
1391407989559751553	1	0	Sydney	New South Wales	0	0
778493308324294767	1	0	Melbourne	Victoria	0	0
-1180512170924955824	0	0	Islamabad	Islamabad Capital Territory	0	0
7518031772651832648	x	x	x	x	x	x
1320308535178093989	x	x	Folsom	California	1	x
1513023192011827899	x	x	x	x	x	x
4348480178111282157	x	x	x	x	0	x
-3489459649344553959	x	x	x	x	x	x
207175904808437884	1	x	Los Angeles	California	1	0
-4006629237140402458	0	0	Cincinnati	Ohio	1	1
-613787678790178629	1	0	Fargo	North Dakota	1	1
-1878704247434889621	0	x	x	x	1	0
1768941692548057716	1	1	x	Maine	1	1
4050003072101791091	1	1	x	x	x	1
-8752824811093348893	1	1	Lagos	Lagos	0	1
667041563178399823	x	x	x	x	x	x
-8368636436365344732	x	x	x	x	x	x
7684121768283440485	1	1	Hubbard	Oregon	1	0
-350283222518637675	x	x	Lafayette	Louisiana	1	x
-8133255206547017318	x	x	x	x	1	x
5468306529035999907	x	x	x	x	x	x
2214371308493755504	0	0	Cincinnati	Ohio	1	1
673531507220203091	1	1	x	California	1	0
-4837124216145227900	1	1	x	x	x	0
4820198141708986312	x	x	x	x	1	x
-7959227424551594445	x	x	x	x	x	x
804727345025430663	1	0	x	Scotland	0	0
9100060271151159331	0	1	Watford	England	0	1
-209939808093456371	x	x	x	x	x	x
-4551039823431136664	x	x	x	x	x	x
1382469521728801208	x	x	Chicago	Illinois	1	x
-8900203903996328913	0	0	Manchester	England	0	0
6795396264578334605	0	0	Dubai	Dubai	0	1
-7676770753035028981	0	0	Luhansk	Luhansk Oblast	0	0
2676464759128892678	x	x	x	England	0	x
2702410234507803248	0	0	x	New York	1	1
-2726462658747282536	0	1	x	x	x	1
-1974744847809654954	1	0	Atlanta	Georgia	1	0
1874019781554990248	1	1	Los Olivos	California	1	0
1075375640451537763	0	0	London	England	0	1
4120150618764787259	1	1	x	x	x	1
3858563084404340838	x	x	x	x	x	x
-4428777675591722170	1	1	x	x	x	0
-3700015125690080061	x	x	x	Texas	1	x
513293960982271701	0	0	x	Texas	1	1
1610995426246901516	x	x	San Francisco	California	1	x
5146672116690226435	1	0	x	California	1	0
-4532408341409323046	x	x	Barcelona	Catalonia	0	x
-5280026645493293857	x	x	Quezon City	Metro Manila	0	x
5130465000466530786	0	0	Kuchaman City	Rajasthan	0	1
-113054376423787077	1	1	x	x	x	1
193270658690085223	1	0	x	Ohio	1	1
-4810147168561674269	1	0	Bloemfontein	Free State	0	1
8683109472930317914	x	x	Folsom	California	1	x
-4830686583017176250	0	0	Patna	Bihar	0	0
2296151891349586510	1	x	Los Angeles	California	1	0
-2318619908414544496	x	x	x	x	x	x
7096094057543140187	1	1	Bemidji	Minnesota	1	1
-8154812506155269469	x	x	x	x	x	x
-1323997400410112210	0	0	Phoenix	Arizona	1	0
1193159650552984025	x	x	x	x	x	x
-8500480588482130294	x	x	Tallahassee	Florida	1	x
-5627548996787400395	x	x	x	x	x	x
-2798738461437085873	0	x	Tallahassee	Florida	1	0
-7378764601753223169	1	0	San Diego	California	1	0
2850442677464404358	x	x	Vaughan	Ontario	0	x
3626130189502255496	1	0	London	England	0	1
-7883100476947125579	x	x	Johannesburg	Gauteng	0	x
-5838670268161401839	x	x	x	x	x	x
2897740172295624244	x	x	x	x	x	x
8182371536081759048	x	x	x	x	x	x
-1872372654523560336	x	x	Omaha	Nebraska	1	x
8312695128792577291	0	0	Salt Lake City	Utah	1	1
-5231633944451738804	x	x	x	x	x	x
-2219251137343262902	1	0	Abbott	Texas	1	0
-5086214563971995009	0	0	Tehran	Tehran Province	0	0
-6936074449586947127	1	1	x	x	x	0
613153945951937309	0	1	x	x	x	0
3512714031113975131	1	1	Heveadorp	Gelderland	0	0
-7108587017737533209	0	1	x	x	x	1
-2436416833440346834	x	x	x	x	1	x
6927046668425630956	0	0	Pittsburgh	Pennsylvania	1	1
-3281800154230428490	x	x	x	x	x	x
5528474142717536584	1	1	Johannesburg	Gauteng	0	1
6455345565291826267	0	1	x	x	x	1
759409872057999418	x	x	Freeport	Illinois	1	x
2692432181472595551	0	x	Centerville	Ohio	1	0
5370796802061270950	x	x	x	x	x	x
7773442599210828661	x	x	x	x	x	x
-7178146988824180295	0	0	Washington	District of Columbia	1	0
2914378130717936998	x	x	Miami	Florida	1	x
-3896730565492980492	x	x	x	x	x	x
9016465445967352415	1	0	Gold Coast	Queensland	0	0
